Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
LDC2012T05	0.00881910154319	2.12468329899	45.9646024283	35.373201835	5.49245207956	5.87400586906	5.71611310133	5.64270954623	5.60106269437	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00881910154319	6	ddsf	38	512	2	18.718658408
Japanese	0.0812109178533	0.524766850448	9.4567068038	11.6758429776	5.2504536022	5.4317337256	5.34575623828	5.31316409088	5.29548457261	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.0812109178533	3	ddsf	37	512	2	6.37259640463
LDC2012T05	0.0495329935894	1.90271514008	10.0673805445	54.4115664167	5.82843560127	6.09885624226	5.98761768313	5.93788407299	5.9084733737	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0495329935894	4	ddsf	136	512	2	36.9033937531
Japanese	0.00735959599933	-1.02502725923	113.785125547	6.29919710377	5.30008287132	6.37019462102	5.87165829718	5.66256655846	5.55494553309	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.00735959599933	4	dsf	11	512	2	0
LDC95T8	0.00844653640296	3.85961816009	32.9195800548	76.8710309817	4.04575794702	4.19370979849	4.13822503393	4.10834787211	4.09122928773	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00844653640296	4	dsf	142	512	2	125.232356571
LDC95T8	0.0556776528015	3.46678469983	15.0920277552	39.1899460751	3.95852396828	4.37957574229	4.2186824455	4.13350461116	4.08498980457	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0556776528015	5	ddsf	120	512	2	23.273702695
Russian	0.249525825981	0.0873468063327	2.11272031537	11.5319959701	5.15515300765	6.16646862094	5.71429166556	5.51993688266	5.41421166093	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.249525825981	4	dsf	25	512	2	6.27083818711
LDC95T8	0.119115834251	2.55200009658	10.1830082543	22.9746225938	3.93478180183	4.81839171673	4.48288000493	4.30360206866	4.2002638601	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.119115834251	4	dsf	43	512	2	10.9549262007
Arabic	0.251448564923	0.505721622793	5.18774221521	17.81955733	5.36169460983	6.25706746265	5.87703313454	5.71016108013	5.61525775246	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.251448564923	1	ddsf	48	512	2	6.77361394141
LDC95T8	0.425659322379	0.62089035381	2.02686846954	15.0310445544	4.05702112939	6.02491899077	5.25329492419	4.85567080096	4.63097344108	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.425659322379	4	dsf	45	512	2	6.41035727884
Arabic	0.00848896335625	2.72064097957	37.4948095364	96.3872014258	5.19583465296	5.30503734806	5.26384940048	5.2430135506	5.2304610573	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00848896335625	5	dsf	160	512	2	158.595680569
Russian	0.00493169897712	1.53884847008	23.0459476738	94.7475115095	5.17467214598	5.23024692145	5.20670300725	5.19619361657	5.19011994359	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00493169897712	1	ddsf	156	512	2	156.77901285
Russian	0.238579266036	0.468751128062	1.39531756614	11.6088207838	5.22597921202	5.90522376777	5.59852401788	5.47018506102	5.39997630784	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.238579266036	2	ddsf	183	512	2	6.2774574983
PTB	0.0363485529059	2.56708853556	19.4963973719	34.603507939	4.55124252333	4.89251365057	4.75490789642	4.68975297376	4.65190205911	0.1	100	256	1	0.0002	REAL	0.2	32	30	0.0363485529059	0	ddsf	78	512	2	20.8638647455
Arabic	0.0269750886321	2.41046898542	20.8650737113	98.5556692037	5.32612165112	5.53441505991	5.45718552862	5.41779181713	5.39433238953	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.0269750886321	3	dsf	138	512	2	162.194118519
Russian	0.0076802205276	1.48496615401	29.1249381978	37.0802894004	5.07839453303	5.18739565685	5.14213256379	5.12082862396	5.10867997786	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0076802205276	3	dsf	39	512	2	21.8130170838
LDC95T8	0.189267342902	1.57302721281	6.28386069517	15.0451786992	4.01119479181	5.5452677922	4.94908430364	4.63758424544	4.46061048774	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.189267342902	4	ddsf	31	512	2	6.41006036897
Japanese	0.0308712145528	-0.472204157688	50.85476573	6.31539425341	5.37453648115	5.63612421384	5.47130134771	5.42619090115	5.40901053194	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.0308712145528	3	dsf	12	512	2	0
PTB	0.00756578048415	2.81330142198	44.0540351601	48.5517610786	4.5700139409	4.70187360387	4.65088225207	4.62538114965	4.61048454372	0.2	100	256	1	0.001	REAL	0.2	32	30	0.00756578048415	0	ddsf	134	512	2	34.8142722693
LDC2012T05	0.118058477977	1.79651486028	6.61572238717	36.1976843399	5.68911872879	6.24533654255	6.01726321734	5.91412540357	5.85409933556	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.118058477977	5	ddsf	121	512	2	18.9965326307
LDC95T8	0.277553560719	0.722021042314	2.4635455519	15.0155019039	4.044697375	6.06639090836	5.27357934568	4.86591778879	4.63503849329	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.277553560719	4	dsf	39	512	2	6.4112224799
PTB	0.0128991561471	3.13166927955	40.671059407	66.8987190917	4.55478339844	4.76226516897	4.68532792298	4.6464490399	4.62250289075	0.1	100	512	1	0.001	REAL	0.1	64	30	0.0128991561471	0	dsf	101	512	2	66.8987190917
PTB	0.00496211008991	3.28598127612	48.1170780727	90.5199174425	4.58413313666	4.67770602941	4.64626094633	4.62899930175	4.61798477909	0.2	100	512	1	5e-05	REAL	0.0	128	30	0.00496211008991	2	dsf	219	512	2	140.809975376
PTB	0.0084675096517	2.65731980519	44.6845578014	39.4979363198	4.58563446013	4.71787697241	4.6658092579	4.64018943197	4.62561137321	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.0084675096517	0	ddsf	103	512	2	21.0433139537
Russian	0.00338186219829	1.60368927579	27.8085294025	94.4209254	5.15351726247	5.19879064197	5.17999603033	5.17149239572	5.16654572879	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00338186219829	4	ddsf	173	512	2	156.20920715
PTB	0.247563792947	1.436756084	4.67875562014	21.0485951749	4.67784607098	5.44400464933	5.14060905747	4.99438037497	4.90815316142	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.247563792947	2	ddsf	96	512	2	6.43313978568
LDC95T8	0.0225895878002	2.77320352882	32.2364704023	23.0760695229	3.95788634753	4.73886819426	4.43269042372	4.27229148008	4.18189978155	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0225895878002	4	dsf	26	512	2	10.9651429912
PTB	0.0122624764814	2.9319249896	41.0817169776	43.9765483512	4.54920427279	4.70391339907	4.6497051268	4.62111395975	4.60339450901	0.1	100	512	1	0.001	REAL	0.0	32	30	0.0122624764814	3	ddsf	70	512	2	25.6782089212
PTB	0.0343956049177	2.38911830615	18.2510765249	30.0192676543	4.55699221572	4.8962731147	4.75355089088	4.68832200549	4.65102596103	0.0	300	256	1	0.001	REAL	0.2	32	30	0.0343956049177	1	dsf	102	512	2	16.211778436
LDC2012T05	0.0357912042514	2.1290190264	19.4401163295	41.086592443	5.53125601439	5.89044647841	5.74484718854	5.67698457081	5.63762887069	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0357912042514	5	dsf	45	512	2	18.778462719
Arabic	0.189352894793	0.154107440801	2.54364919845	17.8137066224	5.41947822201	6.56298829685	6.07490332384	5.85886858589	5.73601348041	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.189352894793	1	ddsf	12	512	2	6.78071588585
PTB	0.0197472401145	2.77009895462	25.7931630995	39.3848299728	4.56018313579	4.72863414737	4.66356316287	4.63079604411	4.61157991415	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0197472401145	2	dsf	127	512	2	25.6407458422
Arabic	0.0093359405554	2.17838512611	46.49988779	49.7745035417	5.27730239169	5.41951869786	5.36647445522	5.33937555059	5.32367664776	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.0093359405554	4	dsf	42	512	2	28.5952023113
PTB	0.0441193388973	2.19882408462	14.3164040559	30.5021875032	4.66239815113	4.95372967017	4.83502797634	4.7796973135	4.7476204419	0.0	50	256	1	0.001	REAL	0.1	32	30	0.0441193388973	2	dsf	112	512	2	11.5370692091
LDC95T8	0.135304389493	2.81147855995	8.24796557399	23.3708958452	4.03338319842	4.75821800585	4.47349966284	4.32689050119	4.24404858041	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.135304389493	4	dsf	106	512	2	11.0088644473
PTB	0.00158024817388	2.82206501551	65.6739593453	44.2927633622	4.60095815751	4.69939366693	4.66144995257	4.64217712282	4.6310356565	0.0	100	256	1	0.001	REAL	0.0	32	30	0.00158024817388	3	dsf	88	512	2	30.441721222
Russian	0.266929591095	0.387424740819	1.01109488778	11.6296126659	5.26039188925	5.99437926054	5.65903430004	5.52024631724	5.44524175618	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.266929591095	4	dsf	152	512	2	6.27783382223
Russian	0.0185546586723	1.57723175606	13.7295009588	94.3839055496	5.14852196689	5.26484648983	5.21508446282	5.19294809674	5.18038136715	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0185546586723	4	ddsf	98	512	2	156.032890763
PTB	0.0262659863152	2.5773283776	19.6532697744	35.0248313529	4.61208012285	4.83592530232	4.74952737426	4.70609383822	4.68064935683	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.0262659863152	3	dsf	86	512	2	21.0883386163
LDC95T8	0.42047084108	1.00181995611	1.99045596804	15.2185513217	4.17107842424	5.79652277821	5.13774503625	4.81133815139	4.62943050848	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.42047084108	4	dsf	95	512	2	6.41028978597
LDC95T8	0.0529116491035	3.59260960168	16.0011149092	39.0109845144	3.92702089758	4.34259653727	4.18494528408	4.10067389833	4.05245730191	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0529116491035	5	ddsf	139	512	2	27.1755937574
Arabic	0.032811905504	2.12865477152	22.097446834	43.8588871387	5.20114924492	5.49362468439	5.37511077032	5.31825592784	5.28585739676	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.032811905504	4	ddsf	42	512	2	22.964900903
Russian	0.324067046829	0.235974486227	0.724201454373	11.6154661931	5.25256259988	6.07973756658	5.70181550818	5.54503585647	5.46036741613	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.324067046829	3	ddsf	170	512	2	6.27767142612
LDC95T8	0.49345937809	0.559366217317	1.19147320514	15.2184300544	4.20205000215	5.98970041178	5.25922853043	4.90126781516	4.70191492935	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.49345937809	4	dsf	181	512	2	6.40901348334
Arabic	0.0251687297275	2.3329271932	20.7292420149	75.8677149835	5.25240361869	5.43956205961	5.36513502358	5.32943905854	5.30867464543	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0251687297275	4	ddsf	136	512	2	70.6150528644
Russian	0.0509892761897	0.847671864827	10.0905612426	16.691851961	5.12039466123	5.57046243885	5.37373924892	5.28615287329	5.23822291318	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0509892761897	2	dsf	20	512	2	6.27488428371
PTB	0.0950877393227	1.91927365847	12.173984821	25.6355509705	4.60552925592	5.18654434213	4.96956130646	4.85869068461	4.79204283832	0.0	200	512	1	0.002	REAL	0.0	32	30	0.0950877393227	0	ddsf	57	512	2	11.519047625
PTB	0.0480008488821	2.27111660707	14.3902352873	30.2950782968	4.6172619045	4.95039935175	4.81665474055	4.75293180682	4.71564890841	0.0	100	256	1	0.001	REAL	0.1	16	30	0.0480008488821	1	dsf	70	512	2	11.5063999799
PTB	0.0394937653656	2.08090497558	15.6241813042	25.6636012001	4.62202489465	4.92315313691	4.7977699177	4.73972805335	4.70649857195	0.0	300	256	1	0.001	REAL	0.0	64	30	0.0394937653656	4	ddsf	96	512	2	11.5160680422
LDC2012T05	0.0314158749117	2.41339870977	15.0512319865	105.55002482	5.71394517949	5.94724408522	5.85291782335	5.80914947268	5.78367685226	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0314158749117	4	ddsf	96	512	2	173.831754094
LDC2012T05	0.0057191211492	2.66977063591	57.9678047605	57.3392690729	5.46313442149	5.61961658508	5.5573919074	5.52651117403	5.50930996725	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0057191211492	4	dsf	59	512	2	40.9177130722
Russian	0.00706574827643	1.25624482714	32.9916938168	26.8423956877	5.07751558187	5.32230585873	5.21563672161	5.16786579753	5.14148655946	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00706574827643	4	dsf	26	512	2	11.5310670613
Arabic	0.0882998548896	1.71306482568	10.3621933511	33.9436441983	5.32859458317	5.74684114198	5.58422366454	5.50418935978	5.45733650412	0.1	150	512	1	5e-05	REAL_REAL	0.05	64	30	0.0882998548896	1	dsf	164	512	2	12.4065268181
LDC2012T05	0.0122636399947	2.38655268331	23.4650754764	105.191963903	5.70220675064	5.83627650408	5.78230159213	5.7574366532	5.74300284544	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0122636399947	4	ddsf	185	512	2	173.452755203
Arabic	0.239293901364	-0.0116368158149	1.04560600505	12.3885540188	5.43672547994	6.62681157396	6.11922967823	5.89318938726	5.76597387493	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.239293901364	3	dsf	15	512	2	0
PTB	0.265370646844	1.07082373504	5.2120701183	20.7887888455	4.60971623217	5.71381047581	5.2660760587	5.05674302783	4.93446593886	0.0	300	512	1	0.001	REAL	0.2	16	30	0.265370646844	2	dsf	45	512	2	6.43027553638
PTB	0.269829758524	1.02662820755	3.80177047036	21.1022687642	4.72701433302	5.5201637452	5.19933073366	5.04843208392	4.96008513399	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.269829758524	2	ddsf	179	512	2	6.43518327771
Arabic	0.0127525871859	2.19716857834	37.0924176815	49.7282171571	5.27421094464	5.41040826662	5.36274974554	5.33716727942	5.32104447908	0.1	150	512	1	0.0001	REAL_REAL	0.05	64	30	0.0127525871859	2	dsf	85	512	2	33.8670832411
Russian	0.210940728397	0.715111796634	1.85168408425	16.8542720497	5.22162867538	5.85223426603	5.56820513607	5.44856535358	5.38339121029	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.210940728397	3	ddsf	90	512	2	6.27854968202
PTB	0.0540598918956	2.76406579113	15.6234325221	38.8780486746	4.49590881202	4.92363325996	4.7542733422	4.67317990169	4.62531757368	0.1	300	512	1	0.001	REAL	0.2	64	30	0.0540598918956	4	dsf	108	512	2	20.7737299522
LDC95T8	0.0239620295003	3.7399617453	22.2911387177	75.7746059542	3.98440341507	4.23462416867	4.14009789382	4.0895309943	4.06045510837	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0239620295003	5	ddsf	194	512	2	123.272064197
PTB	0.0976575169595	2.17496659359	10.6743140721	30.9515718466	4.7408151902	5.15158947603	4.99823944991	4.92152403848	4.87425122902	0.0	50	512	1	0.0001	REAL	0.0	32	30	0.0976575169595	6	dsf	46	512	2	16.5717183129
PTB	0.135748647914	1.82560399293	7.16530483086	25.5699317504	4.63197387049	5.23706082117	4.98897364875	4.87300723322	4.80594571466	0.1	100	256	1	0.0001	REAL	0.2	32	30	0.135748647914	1	dsf	125	512	2	11.4663019776
LDC95T8	0.401541877591	0.679882686472	2.14229397081	15.0029976351	4.02718883648	6.00694162497	5.23424843751	4.83485587343	4.60860372885	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.401541877591	4	dsf	61	512	2	6.40918776907
Russian	0.0283016382385	1.30287996084	14.9132330241	26.8738903878	5.08166798727	5.27654678991	5.1940709193	5.15674521896	5.135356991	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0283016382385	4	ddsf	43	512	2	11.5391156308
PTB	0.037506488871	2.31188115694	16.8380290878	30.2284475519	4.60246636103	4.91023147948	4.78614721733	4.72689548578	4.69270787478	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.037506488871	0	dsf	117	512	2	16.2870229265
PTB	0.00438972952238	3.13210337336	51.1185219505	62.1713005477	4.54112636015	4.63343261934	4.60138167211	4.5836405018	4.57263612398	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00438972952238	2	dsf	124	512	2	57.6293654082
PTB	0.0344847508869	2.21997414162	17.0068316026	30.5781729453	4.67227771804	4.92164013924	4.82274332786	4.77489477034	4.7468170319	0.1	50	256	1	0.001	REAL	0.0	32	30	0.0344847508869	0	ddsf	106	512	2	16.4243365342
Russian	0.0155354508706	1.57386922215	14.6414724327	94.4617278259	5.15316945355	5.26737425724	5.21832997958	5.19677226683	5.18450255853	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0155354508706	1	dsf	95	512	2	156.168952829
LDC95T8	0.0217043348457	2.88489157712	33.8939392706	23.0052261415	3.92733157261	4.72237313441	4.41146853763	4.24861185026	4.15620639244	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0217043348457	5	dsf	32	512	2	10.9579663665
Japanese	0.0866589811311	-1.48252606072	19.7638830535	6.29938744568	5.4793356501	6.31882211548	5.86038799193	5.70279411826	5.63242478342	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0866589811311	2	dsf	11	512	2	0
LDC2012T05	0.0220717383273	1.65176671935	27.4572106506	29.8690263854	5.52823235553	6.13270147414	5.8835085345	5.76727821347	5.70126656305	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0220717383273	4	ddsf	38	512	2	13.0330906464
LDC2012T05	0.101175994543	1.51994463665	9.34843033884	29.9297719494	5.55093728646	6.24568675237	5.96522875228	5.83405449144	5.75814508527	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.101175994543	4	dsf	53	512	2	7.0882665579
Russian	0.0025099998953	1.59843396471	31.7310876092	94.4237080143	5.15418701143	5.19715549998	5.17886707351	5.17082295937	5.16616959408	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0025099998953	4	dsf	172	512	2	156.224044308
LDC2012T05	0.00881458476276	2.67742589334	32.9431518877	103.349528104	5.58413776055	5.70959533004	5.65956994226	5.63667860078	5.62270562375	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00881458476276	4	ddsf	144	512	2	170.20155871
PTB	0.343738977577	1.0573095801	3.22020391318	20.9962532734	4.68292862684	5.66329378965	5.27645455222	5.0901071149	4.97990058436	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.343738977577	2	dsf	103	512	2	6.43034965236
LDC2012T05	0.864441677695	0.0890652271773	0.211656059734	19.2265086686	5.95256082383	7.09284480373	6.6197164386	6.406449982	6.28381454557	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.864441677695	4	ddsf	136	512	2	7.0923077152
PTB	0.0393411002378	2.2595054125	16.3536581254	30.284854123	4.60841986835	4.88335941591	4.77314941049	4.71981579087	4.6890614614	0.0	200	256	1	0.001	REAL	0.0	64	30	0.0393411002378	4	ddsf	114	512	2	11.5228404687
Russian	0.229887190451	0.313323353439	2.39978186072	11.5406277144	5.14917789195	5.97650418098	5.60782679693	5.44949314124	5.3627230329	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.229887190451	1	dsf	38	512	2	6.27511745854
Russian	0.0093896436074	1.14531523863	30.1050955617	21.762912077	5.0847209679	5.39206006408	5.2574148624	5.19789207006	5.16526690928	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0093896436074	3	ddsf	30	512	2	6.27242084145
Japanese	0.00654221057531	-0.277291343696	110.909845832	6.30218525464	5.30503053728	5.85028079179	5.59002014137	5.4844244888	5.43014178766	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.00654221057531	1	ddsf	11	512	2	0
PTB	0.102763988461	2.05325333782	11.2539698061	25.8023853439	4.65116265804	5.16258858057	4.96120200906	4.86537536563	4.8084497346	0.0	50	512	1	0.002	REAL	0.1	16	30	0.102763988461	5	dsf	57	512	2	11.528858729
Russian	0.281767238296	0.138867696939	1.87070369151	11.5532905153	5.17725890941	6.13473606698	5.70068901705	5.51823695192	5.41937082077	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.281767238296	0	dsf	32	512	2	6.27461937632
LDC2012T05	0.0123234679282	2.4630552394	35.8799916339	46.5900271304	5.50457832256	5.73695964104	5.641158682	5.59794343414	5.57249125033	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0123234679282	5	dsf	47	512	2	29.9996662501
LDC2012T05	0.00531816031198	2.45420406139	65.4894300669	52.5527403616	5.55501461917	5.67602017024	5.63125705923	5.60852129606	5.59462531929	0.1	150	512	1	0.0001	REAL_REAL	0.05	32	30	0.00531816031198	1	dsf	81	512	2	30.2388103673
Arabic	0.0265788772879	2.16385897118	17.0886347059	71.4775712932	5.33163227427	5.52114179796	5.44325191026	5.40689812	5.3861019043	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0265788772879	5	ddsf	189	512	2	66.1448661089
PTB	0.0067517115423	3.32155880069	42.8259836469	90.5450169463	4.58175080289	4.69786673984	4.65949138159	4.63776286997	4.62429902556	0.2	100	512	1	0.0001	REAL	0.0	128	30	0.0067517115423	2	dsf	109	512	2	140.774082887
PTB	0.154999401047	1.93472980545	7.139404637	25.652764937	4.62381104386	5.19279620201	4.97024322054	4.86165914363	4.79781385349	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.154999401047	2	ddsf	113	512	2	11.5180803053
LDC95T8	0.267943447722	1.76425299489	4.04555486097	15.270365535	4.15215230781	5.27569654722	4.8206945417	4.59512588455	4.46896218839	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.267943447722	4	dsf	160	512	2	6.41189149897
Russian	0.00408156976456	1.28409339308	46.0853588757	26.8395910842	5.07368089779	5.29309029354	5.19651610725	5.1535425462	5.12990413892	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00408156976456	1	ddsf	30	512	2	11.5313950281
Japanese	0.0396601532893	0.700727122802	16.2185485548	11.6535126127	5.24300853412	5.34555012699	5.29913009818	5.28133097902	5.27084708686	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0396601532893	2	ddsf	21	512	2	6.35804166045
Arabic	0.00425028693414	2.49621225363	37.0740947463	98.3806519276	5.32072859738	5.40626865835	5.37416221626	5.35783690445	5.34801405233	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00425028693414	5	ddsf	180	512	2	162.118070175
Russian	0.00359804335415	1.617211978	42.8695189467	93.9416997871	5.12475281182	5.19116460435	5.16351187296	5.15106521059	5.14390840819	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00359804335415	0	ddsf	117	512	2	155.359796333
LDC95T8	0.0426061289275	3.43853198444	20.5631962392	34.7523369386	3.8908416489	4.35837893785	4.18100283513	4.08582669708	4.0311103809	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0426061289275	4	dsf	38	512	2	19.0797514784
PTB	0.0970851755192	1.96909378074	8.77177044395	25.7349003336	4.66086741096	5.1645725567	4.96174617689	4.86501609604	4.80853559836	0.2	100	256	1	0.0001	REAL	0.1	32	30	0.0970851755192	0	ddsf	107	512	2	11.5114036235
Russian	0.364426905489	0.169705268954	0.735062486347	11.5232154587	5.15596977308	6.27151375917	5.76521172048	5.5517520868	5.43623752852	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.364426905489	0	ddsf	28	512	2	6.26732924356
Russian	0.00763787127117	1.45131447867	29.1020481492	37.087344033	5.08224068842	5.1851703632	5.14283044593	5.12225363609	5.11077147555	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00763787127117	4	dsf	38	512	2	21.8132879571
Russian	0.133114997866	0.99588591959	3.50437830848	22.0102273024	5.18329364944	5.62813468947	5.4304475108	5.3460834486	5.29977822738	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.133114997866	5	dsf	102	512	2	6.27823023144
