Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
LDC95T8	0.153278905974	2.28127899903	8.50792156422	18.9971067834	3.93527759827	4.97394702067	4.58177801839	4.36913428792	4.24756783902	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.153278905974	4	ddsf	48	512	2	6.41084357523
Russian	0.167567242715	0.868851063634	2.55137128608	16.8466101777	5.20701974351	5.73985488055	5.50227650945	5.40092631476	5.34539841242	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.167567242715	3	dsf	92	512	2	6.27820733086
Arabic	0.0321533505073	2.1294099285	15.6621764913	60.6845575619	5.32203264927	5.54098879892	5.45106006418	5.4086135145	5.38461484474	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0321533505073	4	dsf	193	512	2	50.0325285108
LDC95T8	0.00536044201139	3.8832846664	42.3705380292	75.9529385118	3.99530440903	4.11445681704	4.07093024393	4.04669590331	4.03270429318	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00536044201139	5	ddsf	170	512	2	123.742416937
Arabic	0.0131816171365	1.41303469439	60.8829361256	28.5499435996	5.32331655315	5.77190350639	5.58331489253	5.49646784802	5.44814762025	0.1	150	512	1	0.0005	REAL_REAL	0.05	16	30	0.0131816171365	4	ddsf	14	512	2	6.78057851213
Russian	0.324501631421	0.292907095102	0.677014685871	11.6188365589	5.25531871918	6.09664287785	5.71130050717	5.55179706074	5.46595388214	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.324501631421	1	ddsf	163	512	2	6.27731637786
LDC95T8	0.421377564877	0.417893430442	0.63365247713	15.0472153539	4.09021631537	6.26163785089	5.39649284387	4.95864927193	4.71253000754	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.421377564877	4	ddsf	34	512	2	6.40925211175
LDC2012T05	0.00547169288999	2.49496644091	32.8128534306	104.918814424	5.68362272585	5.77847045929	5.74157120674	5.72316903177	5.71259450187	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00547169288999	4	dsf	189	512	2	173.003648217
PTB	0.007993216451	3.05311470027	40.5454807148	48.4306681868	4.53435070149	4.65346069006	4.60808534278	4.58565168622	4.57220013065	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.007993216451	2	dsf	124	512	2	39.3439132586
Russian	0.335828601587	0.170060271112	1.15566761963	11.5162222582	5.14258570359	6.16617957881	5.70659880373	5.51075698077	5.40438474005	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.335828601587	3	ddsf	34	512	2	6.26550231359
LDC95T8	0.0246135420131	3.88725409761	30.2215669814	42.0124408684	3.80471870614	4.15900107736	4.03124658183	3.95911834508	3.91701193653	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0246135420131	4	ddsf	62	512	2	26.7207297073
Russian	0.00352898762217	1.29740730716	47.8048171162	26.8684261357	5.07966648482	5.28078610483	5.19421998515	5.15526373054	5.13328397025	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00352898762217	2	ddsf	25	512	2	11.5424612815
LDC95T8	0.661103664148	0.0248751160171	0.437123000482	10.9629782974	4.1483560815	6.38884945973	5.47191406129	5.0253271276	4.77640221493	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.661103664148	4	dsf	139	512	2	6.40708439635
LDC95T8	0.00458697651319	4.15155808389	46.7852711421	75.5907715897	3.95996951377	4.08065731537	4.03776946909	4.01322359974	3.998785703	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00458697651319	5	ddsf	188	512	2	122.950643497
LDC95T8	0.006322816675	3.29396002225	62.5996930627	30.8528822162	3.90171176503	4.50804801267	4.27405599273	4.14947411101	4.07865971373	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.006322816675	4	ddsf	29	512	2	15.0651682868
Arabic	0.00365056852387	2.508621989	68.3244028278	64.4392735626	5.15981106323	5.27417283113	5.22980016464	5.20729837988	5.19419957534	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00365056852387	4	ddsf	45	512	2	54.1133320879
LDC2012T05	0.0126178584221	1.8796812466	36.1972303665	35.4509939181	5.5274885207	6.00529119248	5.80789665211	5.71662437655	5.66465618551	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0126178584221	6	ddsf	33	512	2	13.0426403676
Japanese	0.00851861449043	-0.20214271952	78.971942464	6.37755673783	5.40137777246	5.61844910175	5.50786428519	5.4714287768	5.4515671037	0.1	150	512	1	0.001	REAL_REAL	0.05	16	30	0.00851861449043	3	dsf	12	512	2	0
Japanese	0.348776231687	-0.111617470347	1.43310046752	6.34454774053	5.30752221171	6.27839514686	5.79203772376	5.61299557995	5.52266519152	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.348776231687	3	dsf	23	512	2	0
Russian	0.116076320996	0.473955206867	4.91703895768	16.6615500096	5.127421163	5.84082686655	5.52517721483	5.3883901816	5.31337374261	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.116076320996	3	dsf	26	512	2	6.27212159341
Russian	0.136859465478	0.700968564067	4.45467741443	16.6839160443	5.12324458618	5.69439683053	5.44416008994	5.33418402631	5.27365258019	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.136859465478	1	dsf	37	512	2	6.27577931139
Russian	0.0441118435319	1.23911827133	7.3128242688	32.5664399221	5.20831488554	5.40977899799	5.32100473724	5.28289385602	5.26182136952	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0441118435319	3	ddsf	144	512	2	16.9029052867
Japanese	0.0394005015696	0.77171304639	16.8092136274	11.6622064352	5.26328916666	5.37751975976	5.3206568144	5.30153899807	5.29213229142	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0394005015696	5	dsf	23	512	2	6.3504042955
PTB	0.030947718451	2.80504272009	15.3792690005	64.4404319046	4.74090582718	4.96245612237	4.88136112575	4.84015751056	4.81476627987	0.2	100	512	1	2e-05	REVERSE	0.0	128	30	0.030947718451	2	dsf	316	512	2	59.6987751916
Russian	0.0104858469727	1.57425053397	19.2405324853	93.9290186111	5.12516415978	5.21024964787	5.17543605466	5.15910189345	5.14962983059	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0104858469727	5	ddsf	113	512	2	155.329175328
Russian	0.157057850586	0.305182074281	3.35707585071	11.5518411605	5.16125508669	5.95367715469	5.60006200184	5.44786203715	5.36508548499	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.157057850586	3	ddsf	19	512	2	6.27728313806
PTB	0.0505193575928	2.50054872121	14.6806854168	34.8602516329	4.58655618057	4.869125291	4.76107209217	4.70700186582	4.67474047041	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0505193575928	2	ddsf	115	512	2	16.331106437
PTB	0.0340978930619	2.61049600209	17.4432808469	34.9860498338	4.60281257324	4.83401445239	4.74402053299	4.7004549122	4.67430269197	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0340978930619	2	dsf	97	512	2	21.0738576976
Arabic	0.138221354292	0.618797026479	7.18554759533	17.7995646931	5.36851861414	6.31732079522	5.90633010963	5.72780851802	5.62733027531	0.1	150	512	1	0.001	REAL_REAL	0.05	64	30	0.138221354292	1	ddsf	13	512	2	6.7749721229
Russian	0.0319484963089	1.03044060103	8.9974868284	22.1421447882	5.2251329317	5.432544844	5.34053871311	5.30097792758	5.27904388292	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0319484963089	0	ddsf	153	512	2	6.2838785389
Arabic	0.0950901259219	0.988077034624	9.9648636301	22.8893080517	5.25414501514	6.12710650062	5.75030212416	5.58215543382	5.4887881549	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0950901259219	4	dsf	28	512	2	6.77120964001
Arabic	0.0941137528415	1.02341904396	10.3440157382	22.9075640574	5.26171903168	6.08545197684	5.73202335757	5.57307590206	5.48458148072	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0941137528415	4	dsf	27	512	2	6.77176270705
Russian	0.0724533713716	0.681738504115	8.35242387839	16.6517764022	5.10972277702	5.68963775262	5.43142375212	5.31974588788	5.25892832353	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0724533713716	4	dsf	30	512	2	6.27033015504
Russian	0.199184517315	0.443106178897	2.85976315901	11.5491743505	5.15264413605	5.89030967461	5.56216417414	5.42121837472	5.34400775357	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.199184517315	5	ddsf	32	512	2	6.27389635247
Arabic	0.0101921130518	2.37347723181	42.1239218891	54.1736562211	5.17676188076	5.33758039826	5.27619874103	5.2455726208	5.22712506535	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0101921130518	4	dsf	44	512	2	38.6124108672
LDC95T8	0.0621455629238	2.41644304988	17.3706341996	19.0719866768	3.96762021911	4.97255932717	4.57979506061	4.37439469235	4.25818182985	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0621455629238	5	ddsf	29	512	2	6.4138239036
PTB	0.0658586439165	2.57971049009	12.8905182152	39.861739679	4.64564069629	5.04993642207	4.89130207231	4.81561275937	4.77038727501	0.1	50	512	1	0.0001	REAL	0.2	32	30	0.0658586439165	3	dsf	77	512	2	25.8651305596
Japanese	0.00638770494532	-1.84289762459	176.589116352	6.3053192976	5.38751880889	6.84958401875	6.16219814375	5.8763634767	5.72822259266	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.00638770494532	1	ddsf	13	512	2	0
Russian	0.00773412858948	1.19829663704	31.8118592328	21.7693697211	5.08538282997	5.34599128626	5.23287403639	5.18184618317	5.15384721127	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00773412858948	3	dsf	25	512	2	11.5317950681
LDC95T8	0.011744148731	3.06623053731	47.8225247542	26.9391087171	3.91647571164	4.60636269408	4.33899595728	4.19718572439	4.11662689008	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.011744148731	4	dsf	32	512	2	10.9624054419
LDC95T8	0.422929687452	0.855385951793	1.61876882072	15.3370441717	4.26715335026	5.85566440784	5.19817204215	4.88097365257	4.70523619894	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.422929687452	4	ddsf	129	512	2	6.41161917809
LDC95T8	0.217251298577	1.80509101483	5.85021107314	15.0741987438	4.00792569121	5.28599989977	4.78833619299	4.52897792834	4.38173559928	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.217251298577	4	ddsf	36	512	2	6.41161188535
LDC95T8	0.139300162131	1.8130267282	8.33825807326	15.0260243466	3.97867458487	5.39980593892	4.84577847548	4.55716926845	4.39365008652	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.139300162131	4	ddsf	42	512	2	6.41273888493
LDC95T8	0.0928010989305	2.9132786744	12.6657661563	22.9091430185	3.8884686303	4.66185539887	4.36951876332	4.21141559931	4.12123781001	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0928010989305	5	ddsf	52	512	2	10.947732966
PTB	0.0433283063591	2.45245587158	16.3807850551	30.2767319549	4.59078482569	4.86372922792	4.75738439166	4.70520124428	4.67445960255	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.0433283063591	1	ddsf	108	512	2	16.3279244892
Russian	0.455289341508	0.271377348019	0.371061069024	11.5244041776	5.15312732518	6.29218360468	5.77453999675	5.55775940456	5.44039780849	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.455289341508	4	ddsf	30	512	2	6.26882002145
Russian	0.106144446508	0.999150735711	3.79959847387	22.1180874313	5.22049998001	5.58221969262	5.42073068484	5.35233377828	5.31479750624	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.106144446508	5	ddsf	149	512	2	6.28063661718
LDC95T8	0.0104878439835	4.16109626355	36.2642767005	74.5809267532	3.89986327047	4.07069092764	4.00834899428	3.9739604775	3.9537842698	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0104878439835	4	ddsf	127	512	2	121.156994378
Arabic	0.0797445700931	1.95866580979	10.0007516389	38.9864545667	5.26971813327	5.69303115216	5.51483035879	5.43433352346	5.38916250641	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0797445700931	4	ddsf	137	512	2	17.7719488033
LDC95T8	0.00549752785222	4.25337273474	63.525102114	72.927470463	3.80065368084	3.99675800562	3.9273868144	3.88809750521	3.86439959885	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00549752785222	4	ddsf	51	512	2	118.27298316
Russian	0.107476971694	0.601903600766	3.37672594573	16.8794798874	5.24263484455	5.72735334037	5.50783123726	5.41590138853	5.36599728634	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.107476971694	0	ddsf	165	512	2	6.27919449751
LDC95T8	0.203463968311	1.38427782077	5.75949646494	15.0230115552	4.00100678585	5.63517368502	4.99940825991	4.66902221252	4.48099684875	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.203463968311	4	ddsf	41	512	2	6.41365996955
Japanese	0.00276189775961	-0.97387062978	172.355806596	6.28294848495	5.32787684544	6.19047005731	5.78674636001	5.62324532402	5.53648624274	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.00276189775961	3	dsf	12	512	2	0
PTB	0.00555635733788	3.32706104798	50.5190361023	90.0651676909	4.55740263561	4.65557355172	4.62443926041	4.60599842533	4.5942667772	0.2	100	512	1	0.0001	REAL	0.0	128	30	0.00555635733788	2	dsf	125	512	2	140.049140116
PTB	0.0421410458436	2.24792774305	15.771826556	30.2944418702	4.61188255594	4.90881628226	4.78704778667	4.73026759855	4.69708381817	0.0	200	256	1	0.004	REAL	0.0	64	30	0.0421410458436	2	dsf	115	512	2	11.5240847355
Arabic	0.00805562138087	2.43774404827	43.2580918784	97.7640452271	5.2856486101	5.4152951023	5.37238132738	5.3471906758	5.33159883615	0.1	150	512	1	0.0001	REAL_REAL	0.05	64	30	0.00805562138087	2	dsf	78	512	2	161.007202351
Russian	0.125278350036	0.379146625728	4.72768224059	11.5345060254	5.13525358419	5.93016435498	5.57390438786	5.42105501475	5.33802926564	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.125278350036	0	dsf	25	512	2	6.2745265648
LDC2012T05	0.0820163895573	1.60307246801	11.1368932541	29.9462309455	5.55070562768	6.13204241983	5.8970493248	5.78654534376	5.72271185495	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0820163895573	4	dsf	50	512	2	13.0465575656
Russian	0.0109085308556	1.62090501135	19.5272216387	93.7872812522	5.11505987834	5.1940658689	5.1617585839	5.14682602193	5.1380145005	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0109085308556	5	dsf	122	512	2	155.072701362
LDC2012T05	0.290500945279	0.137045766693	1.72309818012	18.7005021135	5.62498427881	7.06165903241	6.49051145286	6.21793685762	6.05908715204	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.290500945279	4	ddsf	41	512	2	7.08464612582
PTB	0.0535145283913	2.12280419665	11.5065741639	30.6417667185	4.69585629594	4.98011913918	4.86823209277	4.81351795898	4.78161825297	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.0535145283913	2	dsf	146	512	2	11.5663244587
LDC95T8	0.296418200818	1.35579183306	4.18407997705	15.0152252033	3.99359477445	5.56401765039	4.95298015279	4.63548855661	4.45500688468	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.296418200818	4	dsf	52	512	2	6.40880170863
Japanese	0.0921687055487	0.452641114612	8.34012764762	11.8183461365	5.29299538013	5.49995887695	5.40819303463	5.37069072172	5.34891487221	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.0921687055487	1	dsf	49	512	2	6.46154758326
PTB	0.00810738017117	2.51676858236	44.5951057914	35.169427803	4.6364050413	4.76422709567	4.71257781539	4.68794826497	4.67400750667	0.0	50	256	1	0.001	REAL	0.0	32	30	0.00810738017117	0	ddsf	127	512	2	21.1654611683
LDC2012T05	0.0211692669081	1.67104010167	28.1090168285	29.8796589463	5.53185067807	6.14829793392	5.89492060404	5.77572341664	5.70812835796	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0211692669081	5	ddsf	38	512	2	13.0320292062
Russian	0.0031101623716	1.60577136642	42.3624804175	94.2954130228	5.14535981837	5.20652709423	5.18148292191	5.16974812692	5.16305605083	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0031101623716	0	dsf	101	512	2	155.966565918
Arabic	0.0123927908819	2.21495562547	36.1567526168	55.1595047193	5.29006360742	5.43063221449	5.38013594109	5.35327581102	5.33675352417	0.1	150	512	1	0.0001	REAL_REAL	0.05	64	30	0.0123927908819	1	ddsf	80	512	2	39.2658956598
Japanese	0.139375397073	0.455949448047	6.81770588505	11.6629530941	5.24792552846	5.60867775644	5.44111693907	5.3742426333	5.33860059394	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.139375397073	1	dsf	34	512	2	6.36547734462
PTB	0.0499003434749	2.79612948738	13.4443100793	49.5324077197	4.6682049889	4.95319246161	4.84893495817	4.79664532296	4.76376559452	0.2	100	512	1	5e-05	REVERSE	0.0	128	30	0.0499003434749	2	dsf	165	512	2	30.8074666727
Arabic	0.00297723483653	2.01832839891	84.6881719178	39.0641275941	5.26277867982	5.37443446343	5.33461583469	5.31402107398	5.30088451543	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.00297723483653	4	ddsf	50	512	2	17.8325375549
PTB	0.0286742437926	2.80935160682	22.1112332377	39.3071292883	4.54735605847	4.78294780928	4.69525127948	4.65000300319	4.62248745493	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.0286742437926	2	dsf	62	512	2	25.5976574416
Japanese	0.0200471525321	-0.713585196202	70.5198749442	6.30169713347	5.3615375789	5.71139233859	5.52503048361	5.46116655407	5.4316864985	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.0200471525321	5	dsf	12	512	2	0
PTB	0.0398716554674	2.21820216078	16.1848610431	30.4093919481	4.63508319721	4.91443293851	4.80046796417	4.74712630762	4.71626920995	0.0	100	256	1	0.001	REAL	0.0	32	30	0.0398716554674	1	dsf	94	512	2	11.5404997211
Russian	0.00345493397404	1.61698485075	31.1671949285	93.9087149848	5.12409060605	5.17298965895	5.15277638019	5.14345701441	5.1379983337	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00345493397404	5	dsf	107	512	2	155.339703032
PTB	0.0331392148966	2.5979904914	23.6871083933	34.5683463133	4.5303907006	4.85079078181	4.72764425718	4.66720891494	4.63128215157	0.0	200	512	1	0.002	REAL	0.1	16	30	0.0331392148966	4	dsf	50	512	2	16.2427656889
PTB	0.00134142113271	2.99074926374	68.682405821	85.1887636688	4.5580049914	4.68586117948	4.63403892354	4.60931317805	4.59490825275	0.0	300	256	1	0.001	REAL	0.2	64	30	0.00134142113271	3	ddsf	122	512	2	139.730899006
LDC95T8	0.467330615289	0.458013273316	1.6676053409	15.0075943275	4.04769267562	6.10667105912	5.30303830991	4.88835530241	4.6530258922	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.467330615289	4	ddsf	54	512	2	6.40841413957
Russian	0.00869641767957	1.41792172108	32.7214986022	31.982592809	5.07982594016	5.21635932974	5.1600396326	5.13345368555	5.11833800691	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00869641767957	0	ddsf	39	512	2	16.6900556264
Arabic	0.00530536748047	2.4785243575	35.566959821	98.0475999955	5.30313512323	5.39060013548	5.35760709937	5.34068292986	5.33084404759	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00530536748047	4	ddsf	192	512	2	161.572578054
LDC2012T05	0.0963171172986	1.72292123272	7.39268981472	36.3940254887	5.73657158554	6.20266154575	6.01011646743	5.92431741301	5.87406156355	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0963171172986	4	ddsf	102	512	2	19.0621902994
LDC2012T05	0.00414904871239	2.62966032635	63.0389603159	57.4711834198	5.48008371311	5.62855350398	5.56785344105	5.54005413472	5.52376638523	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00414904871239	5	dsf	52	512	2	41.0019376554
Russian	0.0287045757425	1.37062512003	9.90486709521	42.7875290272	5.17364547876	5.33053628908	5.26241748357	5.23256496006	5.21599776212	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0287045757425	5	ddsf	165	512	2	27.2504709223
Arabic	0.0186700651501	1.6974367067	30.6590495808	28.1851822106	5.2271335117	5.67961711075	5.49193135158	5.4035705421	5.35353569733	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0186700651501	4	dsf	24	512	2	12.3226492145
PTB	0.0253150629804	2.91412075277	30.3052766573	39.2402667977	4.5235082294	4.73921658299	4.66046646741	4.62005240288	4.59542507094	0.2	100	512	1	0.002	REAL	0.0	16	30	0.0253150629804	3	dsf	63	512	2	25.5817896886
Arabic	0.0944258556916	1.42377465133	10.007454489	22.9577332692	5.24917585444	5.83316230524	5.58823055759	5.47564992127	5.41208824097	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0944258556916	5	dsf	39	512	2	6.77391310144
PTB	0.120560643022	1.79825067509	7.52361474337	25.8478608148	4.69065637256	5.15278596324	4.9700226293	4.881578545	4.82957070364	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.120560643022	2	ddsf	170	512	2	11.5500140957
LDC95T8	0.00547290200506	3.89382771812	39.9234199479	76.5688337382	4.02867106002	4.1487435483	4.10599764941	4.0816467066	4.06741049337	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00547290200506	4	ddsf	151	512	2	124.753959519
LDC2012T05	0.0341485561904	2.1999824195	21.3462154366	40.9274653706	5.49745671074	5.85512126163	5.71214255343	5.6427610748	5.60413680958	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0341485561904	5	ddsf	56	512	2	18.7405271191
Arabic	0.0247430374362	0.564906417249	64.0850564932	17.8228859301	5.37137381367	6.24894210725	5.86297361816	5.69557725203	5.60332863896	0.1	150	512	1	0.001	REAL_REAL	0.05	16	30	0.0247430374362	1	dsf	10	512	2	6.78271178385
Russian	0.119789849224	1.01632963573	3.88046921832	22.0012626374	5.17890329894	5.58413899324	5.40454068897	5.32758385963	5.28522156502	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.119789849224	5	ddsf	102	512	2	6.27740438697
Russian	0.0164137335676	1.39473336352	20.7745895936	31.963419134	5.07625395683	5.21925593754	5.15834565424	5.1310119857	5.11549830601	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0164137335676	2	dsf	45	512	2	16.6862999387
Japanese	0.0030309794922	-1.77121656399	168.488883657	6.29891155558	5.34368954904	7.14239939283	6.32105416327	5.96978063271	5.78175624905	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0030309794922	1	dsf	13	512	2	0
PTB	0.220230026977	1.48132433506	5.12874437879	21.0475891368	4.67191756702	5.3793990525	5.09870332827	4.96473414817	4.88529799561	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.220230026977	2	dsf	96	512	2	6.43517252123
Russian	0.324544261786	0.122391459671	1.53218887609	11.5253131615	5.1459752084	6.18848861319	5.71954611665	5.52049504346	5.41215429207	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.324544261786	5	dsf	30	512	2	6.27256787517
PTB	0.00966463546972	2.82571354587	39.2032214078	39.0929490104	4.51721746178	4.67065152495	4.61018304963	4.58029060549	4.56282482696	0.1	300	256	1	0.002	REAL	0.0	32	30	0.00966463546972	3	ddsf	85	512	2	25.4788688396
Arabic	0.0229654739256	2.42338772735	21.8920852446	97.0036338164	5.24191933735	5.42345855937	5.35258584181	5.31715200962	5.29690589122	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0229654739256	4	ddsf	134	512	2	159.680967848
LDC2012T05	0.00498914493004	2.31092706417	59.7423925638	40.9967638631	5.5022129777	5.77768092582	5.66700847104	5.61296486597	5.58258936569	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00498914493004	6	dsf	30	512	2	24.3803626384
PTB	0.155679993425	1.76877260983	8.42218731167	25.6168545222	4.62067050188	5.25604307231	5.00677664872	4.88786517863	4.81727046515	0.0	100	512	1	0.001	REAL	0.1	32	30	0.155679993425	1	ddsf	76	512	2	6.42877807562
LDC95T8	0.116071442118	2.90076972743	9.30855362505	27.3233363574	4.00841070932	4.68174650958	4.41947024167	4.28371424807	4.20615315241	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.116071442118	4	dsf	111	512	2	10.9969278915
Russian	0.0309058683866	1.32029176514	9.17196374162	37.709036503	5.19248637376	5.3578958948	5.28568243486	5.2540639533	5.23665040815	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0309058683866	5	ddsf	151	512	2	22.1041625736
Arabic	0.0994670693398	1.47257483088	10.2605230291	28.1197672416	5.22043197025	5.83738648005	5.57835576725	5.45970560572	5.39252263641	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0994670693398	5	dsf	50	512	2	6.77045969594
LDC95T8	0.0891816495817	2.86468112532	9.88956699857	27.7259947873	4.09970642453	4.6470150622	4.4275531873	4.31818067139	4.25648276577	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0891816495817	5	ddsf	149	512	2	15.3068807622
Russian	0.424015377684	-0.0410862434408	1.29873300358	11.5320394994	5.16611283731	6.24239287445	5.75270328731	5.54713939419	5.43635340778	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.424015377684	0	dsf	44	512	2	0
PTB	0.151352187606	2.1786999474	7.99842709133	30.3676653991	4.61697978381	5.1448166701	4.94868540148	4.85150717218	4.79201723025	0.2	100	512	1	0.0001	REVERSE	0.0	128	30	0.151352187606	2	dsf	121	512	2	11.5357531792
Arabic	0.0254249477132	1.59562388967	27.7367394404	28.1192797023	5.21338437738	5.73351164533	5.51339506757	5.41216958764	5.35561581047	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0254249477132	5	ddsf	30	512	2	12.3093924982
PTB	0.00372024613385	3.16639062006	61.0127503989	57.3855964494	4.51729795466	4.62005181628	4.58417503124	4.56388124534	4.5518196233	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.00372024613385	2	ddsf	65	512	2	48.3438639194
Arabic	0.118793327449	0.500435402756	10.2258035883	17.7991371603	5.36618358956	6.2505538402	5.86112287258	5.69442757361	5.60248136909	0.1	150	512	1	0.001	REAL_REAL	0.05	64	30	0.118793327449	3	dsf	14	512	2	6.77514738415
Japanese	0.0654924424607	0.587296534217	10.5772102688	11.6760758678	5.25314754007	5.37164464526	5.31708603971	5.29698944561	5.28544535043	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.0654924424607	5	dsf	39	512	2	6.36730947506
PTB	0.028042812402	2.29181807978	18.1755141675	30.3981270058	4.63346917712	4.87581767524	4.77649957305	4.7303884054	4.70353815191	0.0	200	256	1	0.001	REAL	0.0	64	30	0.028042812402	2	ddsf	94	512	2	16.3611187029
Russian	0.0297794288394	0.943046806499	14.6564124314	16.6820928452	5.10859678927	5.51388288113	5.33462641787	5.25577721347	5.21284266808	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0297794288394	3	dsf	23	512	2	6.27507603401
