Language	Beta	Horizon	CodeNumber	Dirichlet	Memory	Surprisal
even	0.622675123194	8	100	0.0001	0.588670253754	0.476516872644
even	0.66026451413	15	100	0.001	0.632755160332	0.465225070715
BackwardsEnglish	0.140927102273	2	100	1e-06	2.1766705513	1.94041574001
rrxor	0.721029005539	2	100	1.0	6.86110226411e-08	0.94942933321
even	0.631889349843	5	100	1e-06	0.177467986941	0.543226957321
rip	0.169627841069	8	100	1e-06	1.25280296803	0.423911452293
even	0.342803826709	6	100	0.01	0.604631900787	0.484514147043
rrxor	0.838226837875	6	100	0.001	-5.7494471406e-08	0.902778089046
BackwardsEnglish	0.0652557520732	2	100	0.0001	3.00798797607	1.91490364075
English	0.137252300299	2	100	0.0001	2.37298989296	1.93492174149
even	0.0807844208542	15	100	0.0001	2.70137500763	0.553738594055
forget2_0_5b	0.12573574488	8	100	1.0	0.615170657635	0.566022634506
English	0.00253948460307	1	100	1e-05	2.56120681763	1.99404275417
forget2_0_5b	0.0616469700067	5	100	1e-06	0.692455172539	0.562143921852
even	0.262615188173	7	100	0.01	0.80507093668	0.471125394106
BackwardsEnglish	0.281315183895	1	100	0.001	0.75654655695	2.28879022598
English	0.287021514408	3	100	1e-05	1.63913190365	1.96602070332
English	0.00765472395176	2	1000	1e-05	4.5415225029	1.96369671822
English	0.24321212525	1	100	0.01	1.03083705902	2.23036050797
rrxor	0.105708039221	5	100	1e-05	2.02951288223	0.840550303459
English	0.288192444872	1	100	1e-06	0.702396869659	2.31765532494
English	0.273211841012	3	100	0.01	1.75582242012	1.95648670197
rip	0.686201416547	5	100	1e-06	0.000230678662774	0.554330587387
rip	0.053599003151	3	100	1.0	1.2067668438	0.488664001226
rrxor	0.879655775966	1	100	1e-05	5.96358233906e-08	0.949338674545
English	0.342890342149	2	100	1e-06	0.79254668951	2.11222696304
rip	0.213981316338	15	100	1e-06	1.10031485558	0.419898837805
English	0.259278356245	3	20	0.0001	1.7927788496	1.95177233219
English	0.155422212409	1	100	0.0001	1.84875655174	2.07175660133
even	0.2359093036	2	100	1e-06	0.288349479437	0.581182539463
rip	0.628330575826	5	100	1e-06	0.106692440808	0.542158961296
rrxor	0.199334529059	1	100	0.01	6.918104134e-08	0.951193571091
even	0.149572896455	5	100	0.0001	0.946249842644	0.481727272272
rrxor	0.28378735985	2	100	0.0001	0.000726583180949	0.95084041357
English	0.00519957572323	2	100	1e-05	3.9433965683	1.92240417004
English	0.0122595161637	2	100	1e-05	3.92786049843	1.92170536518
English	0.261101861549	2	100	0.01	1.42489242554	2.01910543442
English	0.102131260451	1	100	0.01	2.36548876762	2.00782680511
rrxor	0.681552071966	7	100	1e-06	0.00222255010158	0.895600914955
English	0.00102209496347	3	100	0.001	4.29030370712	2.06489539146
rrxor	0.95769166531	1	100	1e-06	4.44146337486e-08	0.950312077999
forget2_0_5b	0.113415612269	1	100	1e-05	0.637799501419	0.568386733532
rrxor	0.379696953559	2	100	1e-05	0.000728836457711	0.953701198101
rrxor	0.231484524708	7	100	1.0	1.39855659008	0.831458389759
rrxor	0.323236151976	2	100	1e-05	0.000724871875718	0.951071858406
rrxor	0.707498602344	4	100	1e-05	0.00137053395156	0.928581893444
rip	0.19662161213	2	100	0.001	0.362472593784	0.563886582851
English	0.0862952676159	1	100	1e-05	2.44535112381	2.00147533417
even	0.043187653379	6	100	1e-05	0.927471220493	0.474728822708
even	0.917788942543	7	100	0.01	1.60834048302e-08	0.544743359089
even	0.742239879282	3	100	0.001	6.06389516378e-09	0.59729385376
even	0.335616065732	8	100	1e-06	0.622307121754	0.472749680281
forget2_0_5b	0.00798577369316	3	100	0.01	0.692973315716	0.559687852859
English	0.354046790828	3	100	0.001	1.06411850452	2.00792956352
even	0.131706803178	5	100	0.01	0.961067974567	0.481040716171
rrxor	0.727380925957	6	100	0.01	0.00186696567107	0.908348143101
forget2_0_5b	0.34128210183	5	100	0.001	0.000535285274964	0.589590072632
forget2_0_5b	0.204103494003	2	100	1e-06	0.300473719835	0.591532707214
rrxor	0.550690807769	1	100	1e-06	6.67357227258e-08	0.947233140469
rrxor	0.380578464365	3	100	0.0001	0.0010537984781	0.937006294727
rrxor	0.21866410337	7	100	1.0	1.5653783083	0.822631835938
English	0.0947873244477	2	20	1e-06	2.40935945511	1.93452823162
rip	0.476238484085	2	100	0.0001	0.000236421445152	0.609614372253
EnglishRANDOM_BY_TYPE	0.273094593607	1	100	0.01	0.270383000374	2.41293096542
even	0.372156684076	7	100	1e-05	0.731047809124	0.474452972412
English	0.00304076275048	2	100	0.001	3.97626590729	1.92457413673
even	0.514511934863	6	100	0.01	0.562952697277	0.487744450569
BackwardsEnglish	0.123506271188	2	100	1e-05	2.34899020195	1.92971813679
English	0.307902853896	2	100	0.001	1.03384673595	2.07308125496
English	0.290826873087	2	100	0.01	1.15772294998	2.0549492836
even	0.0253898305411	4	100	1e-05	1.03884470463	0.492589473724
forget2_0_5b	0.869117021348	3	100	0.001	9.51171870156e-08	0.605596482754
English	0.00705068531466	2	100	1e-05	3.91844439507	1.92025089264
English	0.221277485575	1	100	1e-06	1.20080769062	2.19079446793
English	0.24634999351	1	100	0.01	1.00991439819	2.23545598984
rrxor	0.250145987437	1	100	1.0	-1.93762872414e-08	0.948475301266
rrxor	0.0539689696979	4	100	1.0	2.19327950478	0.85336714983
rip	0.642540098239	3	100	1.0	3.25329132522e-08	0.592404663563
EnglishRANDOM_BY_TYPE	0.32919587683	1	100	0.001	7.14346768405e-08	2.49511504173
English	0.062332173945	2	100	0.0001	3.11077690125	1.9166623354
forget2_0_5b	0.496594412532	6	100	1e-05	0.000631044968031	0.584443449974
rip	0.704466591887	15	100	0.01	0.66998565197	0.43064931035
English	0.0781691802937	2	100	0.01	2.95888710022	1.91749274731
rrxor	0.672747869637	5	100	1.0	5.95091158573e-08	0.914893805981
rip	0.438274824025	15	100	0.001	1.07736349106	0.419204771519
English	0.0293968548297	2	100	1e-05	3.68036055565	1.9172078371
English	0.240012142769	2	100	0.001	1.60111522675	1.99808371067
English	0.00769172517279	1	100	0.01	2.5613052845	1.99403893948
English	0.0811335362162	1	100	0.001	2.47493386269	1.9990850687
English	0.225801303653	1	100	0.001	1.1656242609	2.19877934456
even	0.141474153263	5	100	1e-06	0.954901635647	0.481593132019
English	0.177416581817	2	100	0.001	2.07145261765	1.95316815376
English	0.00511715749171	3	100	0.0001	4.29437875748	2.06539034843
even	0.073959545584	6	100	0.0001	0.930632710457	0.474026590586
rip	0.241682848093	3	100	0.0001	0.803542017937	0.506522119045
rrxor	0.957773480767	2	100	1.0	2.90820523219e-08	0.948269844055
English	0.240287692815	1	100	1e-05	1.06634545326	2.22185707092
English	0.213904005641	1	100	0.001	1.26652574539	2.17685723305
rip	0.453398380667	7	100	0.001	0.92915314436	0.443589359522
English	0.272412830512	2	100	0.0001	1.32430922985	2.03211379051
rip	0.0823201241992	3	100	0.01	1.14555966854	0.490279465914
English	0.0425661919891	2	100	0.01	3.42388105392	1.91718280315
English	0.00749423804568	3	100	1e-05	4.33183193207	2.06943249702
rrxor	0.532798340435	1	100	0.0001	4.85373057302e-08	0.948333442211
rip	0.208774692589	15	100	1e-05	1.10354876518	0.419923812151
English	0.398815833122	1	100	1e-06	-1.33140103387e-08	2.56350779533
even	0.125713589336	8	100	1.0	0.829873323441	0.467539042234
rip	0.470443741512	15	100	1e-05	1.06716370583	0.418682277203
English	0.0142773525547	1	100	1e-05	2.56050181389	1.99406194687
even	0.217200409281	4	100	0.001	0.562206089497	0.510661005974
BackwardsEnglish	0.0462254758176	1	100	1e-06	2.5278096199	1.99616873264
forget2_0_5b	0.549106106078	1	100	0.01	2.35566233187e-10	0.69333088398
even	0.374441177043	8	100	0.0001	0.620648026466	0.47398301959
even	0.309305760088	6	100	1e-06	0.603434562683	0.485753923655
English	2.88484284978e-05	3	100	0.001	4.31246089935	2.07220387459
even	0.728532519032	3	100	1e-06	2.96014039947e-08	0.597860634327
English	0.292408813518	2	100	1e-06	1.14036548138	2.05752706528
English	0.00266894718477	1	100	1e-05	2.56105089188	1.99402356148
English	0.266645809461	3	100	0.01	1.82926893234	1.95561218262
English	0.149458577225	2	100	1e-05	2.24613785744	1.94188737869
even	0.655467888248	3	100	0.001	0.000236692343606	0.598206341267
English	0.11094302605	2	100	1e-06	2.63034462929	1.92544019222
rrxor	0.33515023178	5	100	1e-06	0.000796578417066	0.909979343414
rip	0.240744266269	3	100	0.001	0.801986992359	0.505969524384
English	0.381589688138	1	100	1e-06	0.0468168891966	2.54379534721
even	0.289946228775	3	100	0.001	0.327887147665	0.557233393192
even	0.127649829268	8	100	0.01	0.827559828758	0.467255413532
even	0.707581122753	6	100	0.001	0.347391784191	0.510851144791
forget2_0_5b	0.0655064800577	7	100	1.0	0.693745791912	0.562982618809
even	0.956400159991	6	100	0.001	4.48312214019e-08	0.555323302746
English	0.00208010822522	1	100	1e-06	2.56166195869	1.99397361279
even	0.144049185548	8	100	1e-05	0.813496172428	0.46602961421
forget2_0_5b	0.155233466509	6	100	0.001	0.536766409874	0.565908014774
English	0.347518253701	2	100	1e-05	0.769882917404	2.11599135399
EnglishRANDOM_BY_TYPE	0.198602992176	1	100	1e-06	0.911953747272	2.23670649529
even	0.96706144461	3	100	1e-05	1.84860180497e-08	0.597091138363
English	0.0050367289159	1	100	0.0001	2.55771017075	1.99521577358
even	0.0929067594253	2	100	0.001	0.73672837019	0.550618946552
English	0.133238611381	2	100	0.0001	2.38992547989	1.93371188641
rrxor	0.354115982527	4	100	1.0	-2.55272780691e-08	0.929042637348
forget2_0_5b	0.0945230460977	7	100	1.0	0.671799182892	0.567576766014
English	0.218247831416	2	100	0.0001	1.75016880035	1.98205387592
English	0.00201580158428	1	1000	1e-06	2.5624961853	1.99399268627
rrxor	0.110068185585	1	100	0.0001	4.11392079513e-07	0.952108502388
English	0.0431542508108	1	100	0.001	2.55753922462	1.9942098856
forget2_0_5b	0.0808886822186	8	100	1.0	0.681413710117	0.56299239397
rip	0.620706247679	15	100	0.001	0.671521425247	0.430685460567
rip	0.243165993603	15	100	1e-06	1.09586405754	0.418783217669
English	0.15243417486	2	100	0.0001	2.21981930733	1.9432477951
even	0.706352333852	3	100	0.001	2.04015826455e-08	0.598177492619
forget2_0_5b	0.239771665212	8	100	0.001	0.0935356244445	0.575153291225
rip	0.503386921983	6	100	1e-05	0.50698018074	0.485668182373
BackwardsEnglish	0.235714169417	1	100	1e-06	1.1554505825	2.18591403961
English	0.238203987625	3	100	0.001	2.1272289753	1.95326626301
English	0.00146809960271	3	100	0.0001	4.3004193306	2.07046914101
English	0.385552261215	1	100	1e-06	0.0249442327768	2.55294585228
rip	0.324847074967	5	100	0.01	0.977783441544	0.45906957984
English	0.915558755292	1	100	0.01	2.88815602545e-08	2.56350874901
rrxor	0.0237962738739	4	100	1.0	2.4056391716	0.84474247694
rrxor	0.679807299781	4	100	1e-06	0.00137580756564	0.927371203899
rip	0.591815479464	4	100	1e-06	0.000241523855948	0.572052061558
rrxor	0.393256913915	2	100	1e-06	0.00072951009497	0.949606895447
English	0.207680429506	2	100	0.01	1.83194553852	1.97331619263
rip	0.261699630712	3	100	0.01	0.764539837837	0.509694159031
rrxor	0.467595200557	6	100	0.0001	0.00196538306773	0.900727570057
English	0.223331394107	2	100	0.01	1.7255563736	1.98422110081
English	0.0912788147584	2	100	0.01	2.80009818077	1.91972196102
even	0.102098344466	4	100	0.01	0.976813554764	0.492601782084
English	0.00350146966001	2	100	1e-05	3.91017913818	1.92615115643
rrxor	0.905733005793	4	100	0.01	6.99903708323e-08	0.922599732876
English	0.195603859298	3	20	0.001	2.15405035019	1.93956840038
English	0.000532774005915	1	100	0.001	2.56123042107	1.99402141571
rip	0.129321427597	6	100	0.01	1.33562839031	0.43375518918
English	0.108987288117	2	100	0.001	2.631118536	1.92399430275
rip	0.532728449379	1	100	0.001	7.42557801914e-08	0.61231648922
even	0.224260334904	6	100	1e-06	0.77862071991	0.478082448244
English	0.175511042381	2	100	1e-06	2.06437849998	1.95363306999
rip	0.982613237285	3	100	1.0	2.52538754353e-08	0.592185854912
even	0.399441406264	7	100	0.0001	0.711614191532	0.476589292288
rip	0.668403123965	1	100	0.0001	2.34205010941e-08	0.610417485237
English	0.0202654647966	1	10000	1e-05	2.56258511543	1.99406218529
English	0.0496030915957	1	100	0.0001	2.55541276932	1.99425411224
rip	0.111495827415	15	100	1.0	1.11399137974	0.421001166105
English	0.0411778890808	3	100	1e-05	4.2047252655	2.06086325645
rrxor	0.452774286237	2	100	0.01	0.00072735233698	0.947733700275
even	0.865421623958	8	100	0.001	0.306241750717	0.503721117973
English	0.0831911604569	2	100	0.0001	2.91688847542	1.91721379757
even	0.120594742491	5	100	0.01	0.957982599735	0.481799423695
rrxor	0.590696034777	7	100	0.0001	0.00225949264131	0.902267277241
English	0.282652649059	3	100	1e-05	1.68543422222	1.96527278423
even	0.823129007948	15	100	0.01	0.62826782465	0.463457614183
BackwardsEnglish	0.228991004953	1	100	0.001	1.20732963085	2.1739563942
English	0.144696391656	2	100	1e-05	2.30742764473	1.93818688393
even	0.18916050359	5	100	0.01	0.890044510365	0.48375955224
rip	0.218058866264	2	100	1e-05	0.313724905252	0.571066856384
rip	0.888319434043	2	100	1e-06	-2.16591615754e-08	0.6102617383
forget2_0_5b	0.551181121631	1	100	1e-06	7.44621431181e-08	0.693260014057
even	0.199475010242	15	100	1e-05	0.670501828194	0.465779483318
rip	0.67039059454	15	100	0.01	0.669108688831	0.430704504251
rip	0.57027758834	2	100	1e-05	1.49441614639e-08	0.61195141077
English	0.38613586025	3	20	0.01	0.812476217747	2.03269028664
rrxor	0.678496724731	5	100	0.01	0.00167696271092	0.915681183338
even	0.0719460821283	7	100	1.0	0.861892879009	0.469715118408
BackwardsEnglish	0.137967856309	2	100	0.001	2.19809365273	1.93900752068
rip	0.744756867286	3	100	0.01	6.69994264513e-08	0.592169344425
even	0.092260511037	15	100	1e-06	1.42302167416	0.501083552837
even	0.243093820503	6	100	0.01	0.727202177048	0.479708462954
even	0.751010997531	7	100	1e-06	0.338344633579	0.506173849106
rip	0.339192595574	5	100	0.01	0.967055857182	0.459878623486
English	0.0514922233693	2	100	1e-06	3.28485631943	1.91764855385
rrxor	0.787586422808	7	100	1e-05	0.00147019641008	0.896872520447
rip	0.424725106269	2	100	1.0	4.35874092375e-09	0.610814094543
forget2_0_5b	0.778003366241	2	100	0.001	-7.62290408574e-09	0.627459526062
English	0.388259761403	2	100	0.0001	0.543635845184	2.15726065636
English	0.315139378684	1	10000	1e-06	0.501178503036	2.37801980972
rip	0.425368595407	4	100	1e-05	0.2991758883	0.539381921291
English	0.136969130191	1	100	0.001	2.08884739876	2.03807473183
rrxor	0.986172901627	7	100	0.001	2.30997869721e-08	0.893972039223
even	0.468573079072	15	100	1.0	0.657134830952	0.466677725315
rrxor	0.766779729344	3	100	0.01	6.86832990482e-08	0.937248051167
even	0.0871581058342	2	100	1.0	0.766353785992	0.550231933594
even	0.955762660075	3	100	1.0	4.07332079178e-09	0.596861004829
English	0.148225985938	2	100	1e-06	2.28268814087	1.93987572193
forget2_0_5b	0.545372139101	7	100	0.0001	0.000731868902221	0.582773566246
rrxor	0.565132310357	3	100	0.0001	0.0010532279266	0.936953783035
English	0.0993855250228	2	100	1e-05	2.7421143055	1.92260956764
even	0.826575595227	2	100	1.0	3.22987929735e-08	0.621765851974
English	0.00681245768501	3	100	0.0001	4.25931549072	2.06750178337
even	0.784710181252	2	100	0.0001	3.72694479722e-08	0.620297431946
rip	0.996080458502	6	100	0.0001	3.17551922535e-08	0.541064500809
rip	0.0841495824254	6	100	0.0001	1.35439503193	0.433530181646
English	0.386866577123	1	100	0.001	0.0186233185232	2.55561804771
even	0.137485868209	5	100	1e-06	0.947488069534	0.482641398907
English	0.00268460872247	2	100	0.01	4.01954555511	1.92416810989
rip	0.696117164244	3	100	0.0001	2.31856134292e-08	0.593102157116
even	0.228541720518	1	100	0.0001	-3.09033509893e-09	0.635466575623
even	0.090293554565	4	100	0.0001	0.9975938797	0.492576360703
rip	0.938244266554	8	100	0.01	5.4906145408e-08	0.515708744526
even	0.897835908952	5	100	1e-06	5.85735392633e-07	0.565749108791
rip	0.00671712758491	15	100	0.01	3.28369426727	0.453393787146
rip	0.68513429655	6	100	1.0	0.184202030301	0.518149554729
English	0.253199195436	3	100	1e-05	1.95809030533	1.95800590515
English	0.189319573481	2	100	0.001	1.98189151287	1.95979845524
forget2_0_5b	0.877612881418	2	100	0.01	4.96473191447e-08	0.628059267998
forget2_0_5b	0.206113484775	7	100	0.0001	0.297151178122	0.571407794952
even	0.0776591250942	3	100	0.001	1.00908815861	0.513022243977
even	0.921378545026	6	100	1e-05	5.67907676441e-08	0.555254280567
English	0.191883506611	1	20	0.0001	1.44814169407	2.13980460167
English	0.314628783092	2	100	0.01	0.986612319946	2.08026957512
English	0.0573802483909	2	100	0.001	3.2294678688	1.9168214798
even	0.3462527098	2	100	1e-06	0.000237554166233	0.62097799778
BackwardsEnglish	0.340224441836	2	100	0.01	0.903811991215	2.09022688866
rrxor	0.968424772342	2	100	0.001	2.09931432238e-08	0.948891282082
rrxor	0.678468399071	2	100	0.01	6.52854481586e-08	0.948722243309
rip	0.472266157872	8	100	0.01	0.81361079216	0.44481125474
rip	0.655778630121	4	100	1e-06	0.00044812093256	0.572098016739
English	0.139937582362	1	100	1e-05	2.05916261673	2.04198455811
BackwardsEnglish	0.0927687098687	2	100	0.0001	2.67270207405	1.91952943802
even	0.472145899389	1	100	1.0	4.01110469284e-08	0.635609745979
English	0.0790552139989	3	100	1e-05	3.87375450134	2.02790570259
English	0.00353566599969	3	100	0.001	4.31955957413	2.06691384315
English	0.251103432708	2	100	0.0001	1.50438153744	2.00935029984
English	0.219363002423	2	100	0.001	1.75501000881	1.98134827614
rrxor	0.917540953855	3	100	1e-05	2.14529283227e-09	0.935867786407
English	0.202487519683	3	100	0.01	2.46162462234	1.95480954647
English	0.00593740908342	1	100	1e-05	2.56095433235	1.99404418468
English	0.358340130423	2	100	0.001	0.708007574081	2.12649607658
English	0.00457508833068	2	100	0.01	3.96197772026	1.92304599285
even	0.968539205631	4	100	0.001	2.02630836554e-08	0.581464529037
English	0.0928599386591	2	100	1e-05	2.79365515709	1.91938984394
even	0.48297973255	3	100	1e-06	0.000340865895851	0.597064673901
rrxor	0.897490490942	2	100	1.0	6.06696062277e-08	0.948539078236
rrxor	0.568419418168	6	100	1e-06	0.00199020560831	0.905449688435
BackwardsEnglish	0.161840463612	1	100	1e-06	1.70647788048	2.08027076721
rip	0.55955433473	1	100	0.01	2.90377411005e-08	0.611862063408
forget2_0_5b	0.520451838179	6	100	1e-06	0.000643175677396	0.583973348141
English	0.0369036521596	2	100	1e-06	3.43299341202	1.91797697544
rip	0.673226448495	2	100	0.01	5.76984824363e-08	0.61261600256
rrxor	0.197425412435	2	100	1e-06	0.000728797691409	0.946671962738
even	0.984670991536	1	100	0.001	1.22231185173e-07	0.636785328388
forget2_0_5b	0.557090839441	8	100	0.01	0.000811675505247	0.577304124832
rip	0.447756444489	8	100	1e-06	1.03286981583	0.432345420122
English	0.698533023248	3	100	1e-05	0.000200145164854	2.15361523628
English	0.398593433854	2	100	0.01	0.490667253733	2.16778278351
forget2_0_5b	0.047149931275	6	100	1e-06	0.692474544048	0.561621725559
rip	0.874556508443	8	100	1e-06	0.000345352775184	0.516878008842
rip	0.85165033723	4	100	1e-05	7.38612584428e-08	0.573275029659
English	0.00283333220116	2	100	1e-05	3.9708173275	1.92433273792
forget2_0_5b	0.142861234075	8	100	0.0001	0.567308664322	0.566303908825
rip	0.105340754258	5	100	0.0001	1.34742987156	0.444347769022
English	0.123449391326	2	100	0.001	2.44384360313	1.93062150478
even	0.0413039424567	4	100	0.01	1.04023981094	0.491337805986
English	0.377359663786	2	100	0.0001	0.602843701839	2.14588189125
English	0.00851993567028	3	100	0.0001	4.3311958313	2.06944799423
even	0.363213712283	4	100	1e-06	0.509808003902	0.515158116817
English	0.68325138755	3	100	1e-05	0.000221357360715	2.15357041359
English	0.309890107095	2	100	0.001	1.01664948463	2.0758228302
English	0.0049893990472	1	1000	0.0001	2.56233119965	1.99401879311
English	0.00703179886864	1	100	0.01	2.56118869781	1.99403333664
BackwardsEnglish	0.0685527241263	1	100	1e-05	2.42974472046	2.00032162666
English	0.283695823594	2	100	0.0001	1.2084325552	2.04790139198
rip	0.20774838821	15	100	1.0	1.11424577236	0.420196652412
English	0.00719405858016	2	100	1e-05	3.91574811935	1.9225564003
rip	0.760322905507	3	100	1e-05	2.449311296e-07	0.591750323772
BackwardsEnglish	0.189337638134	2	100	1e-06	1.88291501999	1.96191358566
rip	0.470115839381	8	100	1e-05	0.870990157127	0.441370338202
rip	0.139061836132	1	100	1e-05	6.29072545166e-08	0.61062836647
forget2_0_5b	0.697513442841	6	100	1e-05	0.000636310956907	0.586332142353
rrxor	0.655689636111	5	100	0.001	0.000687739870045	0.911211490631
English	0.0862811410203	3	100	1e-06	3.76851344109	2.02273750305
rrxor	0.980969093031	2	100	1e-06	6.53651639482e-08	0.949397146702
even	0.0695138223322	3	100	1.0	1.01021575928	0.512642145157
English	0.0251334185194	1	100	1e-06	2.5556974411	1.99576568604
forget2_0_5b	0.626411541886	7	100	1e-05	0.000739021401387	0.581915318966
forget2_0_5b	0.938208740132	2	100	0.0001	3.69095474184e-08	0.628111898899
English	0.006392888011	3	100	0.0001	4.29483127594	2.06615400314
English	0.925415212601	3	100	0.001	0.000153619475896	2.15060043335
rrxor	0.525687500644	4	100	1e-06	0.001379440655	0.925816893578
English	0.38213125283	3	100	0.0001	0.839480519295	2.03365492821
rip	0.332049219401	8	100	0.01	1.14561581612	0.42620626092
English	0.190441823904	1	100	1e-05	1.4623926878	2.13711476326
English	0.00916652121226	2	100	0.001	3.88787293434	1.92425191402
rrxor	0.664383501282	6	100	1e-05	0.00197008368559	0.90713095665
English	0.199945000786	2	100	0.01	1.88465619087	1.9683945179
BackwardsEnglish	0.239099007236	2	100	1e-05	1.64452803135	1.98462748528
even	0.703220006335	4	100	1e-06	0.000448009755928	0.580344259739
even	0.661625386966	4	100	0.01	0.000441839918494	0.581049978733
rrxor	0.129700025667	2	100	1e-06	0.000456695008324	0.952658891678
even	0.0690252005742	7	100	0.01	0.854983270168	0.470433413982
English	0.384096492634	1	100	1e-06	0.0331683941185	2.549503088
even	0.714366297823	5	100	0.001	0.000544901122339	0.566878557205
rip	0.101104442249	7	100	0.01	1.31343472004	0.426896005869
even	0.194516620382	15	100	1e-06	0.667708277702	0.465034604073
English	0.00355722831907	1	100	1e-06	2.56091070175	1.9940186739
English	0.402987985062	2	100	1e-05	0.466342180967	2.17279052734
rip	0.00288220324864	6	100	1e-05	1.45793247223	0.433609873056
rip	0.443292796958	7	100	0.0001	1.01379966736	0.438245624304
English	0.349874206317	1	100	0.0001	0.285735189915	2.44986867905
English	0.00108828179243	2	100	1e-06	3.96254348755	1.9243298769
even	0.406906252415	3	100	1e-06	0.0709972605109	0.586411595345
rrxor	0.403407754969	1	100	0.001	4.73596131201e-08	0.945796489716
even	0.114750879135	5	100	1.0	0.956771612167	0.482021003962
rip	0.486028021631	4	100	1.0	0.0819640532136	0.562428116798
rrxor	0.708634677138	5	100	0.01	0.00168516288977	0.908774852753
rrxor	0.471064391898	6	100	1e-05	0.00132578983903	0.907367944717
rrxor	0.156671805669	3	100	1.0	0.0010125937406	0.93806552887
English	0.172384439783	2	100	1e-05	2.11982154846	1.94980025291
rrxor	0.804854070812	6	100	1e-05	0.0019812444225	0.898464441299
rrxor	0.708167881175	3	100	0.001	2.86424324258e-08	0.933645546436
even	0.724292883627	8	100	1e-05	0.544248819351	0.47947755456
even	0.376932038004	8	100	0.01	0.621749043465	0.473263710737
forget2_0_5b	0.337158976176	3	100	1e-05	0.000343137595337	0.605823159218
rip	0.4563908737	4	100	1.0	0.186431184411	0.550754070282
English	0.215915638845	1	100	0.001	1.25053572655	2.18035769463
rip	0.895554563875	15	100	1e-06	0.652588307858	0.431876659393
English	0.00323366856125	1	100	0.001	2.56056904793	1.9940726757
rip	0.0280057068891	2	100	1e-05	0.801205635071	0.535377025604
EnglishRANDOM_BY_TYPE	0.243870266344	1	100	1e-06	0.279407113791	2.39165687561
rip	0.417369304921	3	100	1e-06	0.000343672552845	0.593612313271
English	0.0621456887476	1	100	1e-06	2.5448513031	1.99476265907
forget2_0_5b	0.403563185512	8	100	0.01	0.0008335262537	0.577252864838
rrxor	0.253142404561	1	100	1e-05	4.94585314925e-08	0.947314500809
even	0.525009591732	15	100	1e-05	0.662370324135	0.465623050928
English	0.0346616177578	1	100	1e-05	2.55923700333	1.99414122105
rip	0.683112228866	3	100	1e-06	7.78487788011e-07	0.594439566135
English	0.00657979620059	1	1000	1e-06	2.56261968613	1.99401736259
rip	0.210355505981	5	100	1e-05	1.1587767601	0.450721263885
rip	0.384859874257	6	100	1.0	0.99608540535	0.448619008064
English	0.19778733625	1	20	1e-05	1.38226461411	2.1527068615
English	0.0816187576711	2	100	0.01	2.90129685402	1.9183536768
rrxor	0.467948500352	6	100	0.001	0.00198665913194	0.904308021069
rrxor	0.347287302792	3	100	0.0001	0.00105609721504	0.932744026184
rrxor	0.246419368824	1	100	1.0	4.98630328138e-08	0.946410059929
English	0.343179755841	3	20	0.001	1.15514802933	1.99831485748
rrxor	0.862368656975	4	100	0.0001	5.23619583248e-08	0.924396634102
even	0.666611994631	1	100	1.0	-1.70628613461e-08	0.636512994766
English	0.00836102763337	1	100	0.01	2.56064248085	1.99408209324
rrxor	0.519497120261	3	100	1e-06	0.00105459790211	0.934875249863
English	0.079472861381	3	100	0.01	3.87506175041	2.02694749832
rrxor	0.279464084088	1	100	0.001	2.54036685021e-08	0.947543203831
even	0.456853862649	3	100	0.0001	0.000342471204931	0.595870673656
forget2_0_5b	0.710828289958	6	100	0.01	0.000637265562546	0.584361851215
English	0.145978610565	1	100	1e-05	1.99008131027	2.05139112473
English	0.00331721760238	1	1000	0.01	2.56222033501	1.99400806427
rrxor	0.0634828591815	3	100	0.01	1.60702395439	0.885037899017
forget2_0_5b	0.137180779002	6	100	1e-05	0.595009326935	0.566411554813
even	0.727018766331	8	100	0.0001	0.548742115498	0.479045718908
rrxor	0.661604370427	6	100	0.01	0.00198989943601	0.899457633495
even	0.136402474718	2	100	0.001	0.433675765991	0.566437602043
rrxor	0.726183292491	5	100	1.0	1.52277408461e-08	0.91433942318
rip	0.40600277946	7	100	1e-05	1.02807438374	0.437784522772
English	0.065024911894	1	1000	1e-05	2.54551076889	1.99469971657
forget2_0_5b	0.368429481506	8	100	0.0001	0.000832278572489	0.578729450703
English	0.195695140232	3	100	1e-05	2.48398256302	1.95845127106
even	0.705981716381	1	100	1.0	2.1933832528e-09	0.636551856995
rrxor	0.887997676491	6	100	0.001	4.61114986194e-08	0.904258191586
rrxor	0.333195680253	5	100	0.01	0.00167991383933	0.914541602135
BackwardsEnglish	0.169731672884	2	100	0.0001	1.98855817318	1.95261335373
English	0.067232931723	1	100	0.001	2.52413249016	1.99634635448
English	0.137996035959	3	100	1e-05	3.20442605019	1.9881349802
English	0.375050349475	1	100	0.001	0.0768498405814	2.53141927719
forget2_0_5b	0.0352525499401	8	100	1e-05	0.700344443321	0.560960054398
rip	0.80706489531	15	100	1e-05	0.664526104927	0.431565731764
rip	0.791479491207	4	100	0.001	1.41990295077e-08	0.572109162807
English	0.289783337674	2	100	1e-05	1.16078197956	2.05468392372
rip	0.972330257307	4	100	1e-05	1.02790650658e-07	0.572108030319
even	0.240848724512	7	100	0.001	0.813180744648	0.471757918596
English	0.00752288547771	2	100	0.001	3.9295463562	1.92155778408
rip	0.522393216041	6	100	0.0001	0.486975103617	0.487086743116
