Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers
English	0.00800695730312	0.832780227003	10.0410605739	17.8833757072	1.89287261426	1.92061121361	1.9133519728	1.9076869919	1.90354213732	0.0	300	128	1	0.001	REAL_REAL	0.2	64	30	0.00800695730312	3	dsf	11	512	2
rip	0.759104758734	0.0114889958058	0.0345015239242	2.78561470666	0.473588643321	0.608062213039	0.608103155078	0.591293200002	0.571608326689	0.1	50	32	1	0.001	REAL	0.1	16	30	0.759104758734	1	dsf	10	512	2
rrxor	0.107884773892	1.08755643312	2.54340766419	17.4330908218	0.775627182309	0.78936765773	0.789319442394	0.789181880715	0.788080512331	0.0	50	32	1	0.001	REAL	0.0	32	30	0.107884773892	1	dsf	10	512	2
rip	0.57525390309	0.58879867947	0.672232540713	4.12945372173	0.433798655047	0.438926659596	0.4617393042	0.464498450982	0.460784101982	0.0	50	32	1	0.001	REAL	0.0	32	30	0.57525390309	1	dsf	10	32	2
English	0.262257426065	0.419957256672	1.46262889608	6.46166639499	1.87372742568	2.25596489422	2.10502376102	2.03276249735	1.98908094567	0.1	50	512	1	0.0001	REAL	0.0	32	30	0.262257426065	3	dsf	9	512	2
rip	0.439765655656	0.307386974148	0.437756086968	3.25835784575	0.455144522073	0.50250455092	0.522739105852	0.517041533822	0.508649009693	0.0	50	32	1	0.0001	REAL	0.2	16	30	0.439765655656	1	ddsf	10	128	2
rrxor	0.278164550705	1.16977029016	1.78791213059	17.2272345962	0.760918123713	0.783989800322	0.782372192527	0.782118137338	0.778812155598	0.1	50	32	1	0.004	REAL	0.0	64	30	0.278164550705	1	ddsf	20	64	2
English	0.0881688493624	0.762247444605	4.82933414205	10.1814183603	1.84918397985	1.97285441258	1.93172989083	1.90800907169	1.89248942363	0.0	100	512	1	0.0005	REAL	0.0	16	30	0.0881688493624	5	dsf	9	512	2
rip	0.323195017323	0.783294184548	1.03934198152	5.84956686657	0.421654237839	0.422079486597	0.431361888953	0.430953642214	0.4304468766	0.0	100	32	1	0.001	REAL	0.0	32	30	0.323195017323	2	ddsf	10	64	2
PTB	0.0869802051059	1.61295449171	9.51330189605	16.2828404669	4.64696942394	5.03113103158	4.93799952272	4.84096737922	4.80484434212	0.1	100	256	1	0.0001	REAL	0.2	32	30	0.0869802051059	1	dsf	114	512	2
English	0.394344583582	0.0180319179222	0.0488107032776	4.56096089984	1.90549690516	2.5651489265	2.28081383691	2.15556008813	2.08418148572	0.0	50	512	1	0.001	REAL	0.0	16	30	0.394344583582	9	dsf	10	512	2
English	0.059283828086	0.865606538867	5.86697000504	12.0265222952	1.84216526059	1.92484668647	1.90088943128	1.88475203752	1.87370105555	0.0	200	512	1	0.001	REAL	0.0	64	30	0.059283828086	6	ddsf	5	512	2
PTB	0.071521007743	1.77086949453	11.0610838877	16.3006447842	4.61799773444	4.9136330819	4.87301159293	4.79164802206	4.76448154108	0.1	200	256	1	0.001	REAL	0.0	64	30	0.071521007743	5	ddsf	109	512	2
rrxor	0.54926005884	0.395805476899	0.493677449409	7.92249152027	0.816273842273	0.880548144689	0.879888928192	0.873686118328	0.866283096623	0.1	100	32	1	0.001	REAL	0.0	64	30	0.54926005884	2	ddsf	10	64	2
PTB	0.0284484536943	1.79241283462	17.4886778451	16.372406937	4.70089582002	4.90474047465	4.89254333954	4.82895353839	4.80710745346	0.1	100	256	1	0.002	REAL	0.2	32	30	0.0284484536943	0	ddsf	81	512	2
PTB	0.0250451767277	2.24433838883	20.4263970568	30.346966056	4.61304545156	4.74550193913	4.77531371914	4.71954354521	4.71079508394	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0250451767277	2	dsf	96	512	2
rrxor	0.250331063514	-0.0587299495152	0.0186021131208	3.70102051697	0.890886509083	0.944368363484	0.945637372026	0.932140485187	0.922694367341	0.0	100	32	1	0.004	REAL	0.2	32	30	0.250331063514	2	ddsf	10	512	2
rip	0.0962873845075	0.832677840405	1.32374351908	9.20350038267	0.417831113619	0.421077037636	0.422192050728	0.42172371509	0.421303149744	0.0	50	32	1	0.001	REAL	0.0	32	30	0.0962873845075	1	ddsf	10	128	2
English	0.006	0.9558762144	11.2721296412	15.7498943324	1.84688864714	1.87569132377	1.86817854221	1.86221374329	1.85799068221	0.0	300	64	1	0.0005	REAL	0.2	64	30	0.006	1	dsf	13	512	2
forget2_0_5b	0.17774569529	0.0111716798073	0.0933600347036	0.693238106813	0.568112109651	0.682296375617	0.621194891647	0.600810436649	0.590601109741	0.1	100	32	1	0.004	REAL	0.2	32	30	0.17774569529	3	ddsf	10	32	2
rrxor	0.551383300026	-0.153370264884	0.0570428759233	5.42533264098	0.851695505576	0.943722986423	0.94223819495	0.929763038292	0.920061650015	0.0	100	32	1	0.004	REAL	0.0	32	30	0.551383300026	2	ddsf	10	64	2
English	0.371837327959	0.0766919069563	0.374854505539	6.46107069041	1.89253690523	2.48338716923	2.2358800745	2.12374758417	2.05904996511	0.2	100	128	1	0.002	REAL	0.0	16	30	0.371837327959	0	dsf	22	512	2
English	0.130053057601	0.704427122541	3.28506292216	8.32581610175	1.85047511045	2.04620880421	1.97748722651	1.94048205531	1.91695418737	0.1	100	512	1	0.0005	REAL	0.1	16	30	0.130053057601	9	dsf	13	512	2
repeat	0.020815386877	9.48660967904	16.7317756363	16.948932156	0.46631817434	0.467549861895	0.466504440594	0.465715237766	0.465725329603	0.1	50	64	1	0.001	REAL	0.0	64	30	0.020815386877	2	ddsf	11	64	2
rrxor	0.7528183675	-0.0124984078878	0.00625220241163	0	0.944612512798	0.944555735738	0.944572676433	0.944568224525	0.944570840307	0.1	50	32	1	0.002	REAL	0.0	32	30	0.7528183675	2	dsf	10	64	2
even	0.598814216935	0.612468818675	0.660411098588	7.08810988441	0.462531451468	0.467717913551	0.466775821611	0.466003703131	0.465359507189	0.2	50	32	1	0.001	REAL	0.0	16	30	0.598814216935	1	dsf	10	512	2
rip	0.676674120087	0.526927599469	0.563145576686	4.1318722823	0.438049846959	0.456385255066	0.478047976212	0.478715632915	0.473108390351	0.0	50	32	1	0.004	REAL	0.0	64	30	0.676674120087	1	dsf	10	128	2
rip	0.074753812748	0.849793831666	1.17871692395	8.76824316792	0.416480421565	0.418204589766	0.418696561276	0.41813937667	0.417810753194	0.0	50	32	1	0.0005	REAL	0.0	64	30	0.074753812748	2	ddsf	10	128	2
rip	0.156967561516	0.791717575566	1.3493635598	6.26498224396	0.4207754979	0.4250344294	0.431590916102	0.428890764984	0.428542034271	0.0	100	32	1	0.001	REAL	0.1	16	30	0.156967561516	1	dsf	10	64	2
rip	0.408667364979	0.4320030972	0.546738058939	3.70413705987	0.4461412515	0.480771792934	0.503020830867	0.499367655475	0.492428828245	0.0	50	32	1	0.001	REAL	0.2	32	30	0.408667364979	3	ddsf	10	32	2
repeat	0.00268427	8.23903366906	11.1873393541	16.4912317009	0.550146535457	0.53898549164	0.540373910731	0.544388243543	0.548325118441	0.1	50	32	1	0.003	REAL	0.0	32	30	0.00268427	1	ddsf	70	64	2
Japanese	0.0196594839277	0.947328042586	6.93446826935	13.628325181	1.4063781929	1.44574081658	1.43556335264	1.42739566983	1.42196662223	0.0	50	256	1	0.0005	REAL	0.2	64	30	0.0196594839277	5	ddsf	11	512	2
even	0.55013335478	0.575459162138	0.643955925515	6.16821315407	0.465656373541	0.479464266063	0.47718827257	0.474748349059	0.473050369055	0.0	100	32	1	0.004	REAL	0.0	16	30	0.55013335478	1	ddsf	10	64	2
forget2_0_5b	0.167662431691	0.062259232332	0.272774407103	0.693193894717	0.565409791321	0.63295650302	0.596859619788	0.58477067513	0.57872084325	0.1	100	32	1	0.001	REAL	0.0	16	30	0.167662431691	1	dsf	10	32	2
English	0.04	0.943164809542	5.70130183093	12.0105594894	1.83449523702	1.8981899742	1.88264556374	1.87035494391	1.861474139	0.0	200	128	1	0.001	REAL	0.0	64	30	0.04	1	ddsf	11	512	2
even	0.378932793286	0.431327080153	0.523031535245	4.29715002673	0.476069091476	0.515084052734	0.511515143637	0.504119332506	0.499579439599	0.2	100	32	1	0.001	REAL	0.1	32	30	0.378932793286	1	dsf	10	32	2
PTB	0.0490056407636	2.52559533537	15.5425933113	30.5388264353	4.63048156531	4.86037870885	4.84377945377	4.776446064	4.75805071106	0.2	50	512	1	0.002	REAL	0.1	64	30	0.0490056407636	6	dsf	116	512	2
rip	0.0815225142128	0.836786868351	1.32989466849	9.61665179962	0.417646367527	0.420532997447	0.420955957742	0.420245702057	0.419904649015	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.0815225142128	1	ddsf	10	32	2
English	0.236752209703	0.357228897666	1.39234511566	6.46875517029	1.8820022489	2.26559323533	2.11111519684	2.03766814002	1.99441723658	0.0	50	512	1	0.001	REAL	0.0	16	30	0.236752209703	2	ddsf	10	512	2
English	0.389142348614	0.0435854170968	0.277930962245	6.46412665331	1.90133713623	2.5638932725	2.27969597822	2.15372842469	2.08211083285	0.2	50	256	1	0.0005	REAL	0.2	16	30	0.389142348614	8	dsf	22	512	2
PTB	0.0344847508869	1.78924800289	16.8154255327	16.419434198	4.68604198567	4.86125338995	4.87123340147	4.80904086646	4.79774154034	0.1	50	256	1	0.001	REAL	0.0	32	30	0.0344847508869	0	ddsf	105	512	2
forget2_0_5b	0.299741471867	-7.01369980063e-05	0.00551113638927	0.693204039267	0.569058832397	0.693126158017	0.626671623287	0.604512798483	0.593434816285	0.0	100	32	1	0.002	REAL	0.0	64	30	0.299741471867	2	dsf	10	64	2
English	0.00435409764654	0.895294612265	13.1114061097	37.01990281	1.8996950636	1.91610423849	1.91299521059	1.90970473088	1.90729556093	0.2	50	128	1	0.002	RANDOM_BY_TYPE	0.1	32	30	0.00435409764654	3	dsf	21	512	2
PTB	0.0369832392874	2.20619706971	20.6885540302	30.4448791568	4.63504628061	4.85557570652	4.84944518361	4.78381161279	4.76849418545	0.0	50	512	1	0.001	REAL	0.1	16	30	0.0369832392874	2	dsf	55	512	2
rip	0.485784421705	0.627365082223	0.708135408033	4.56724476322	0.431469403759	0.427002000227	0.452500383717	0.456702765473	0.45412652794	0.0	100	32	1	0.001	REAL	0.0	64	30	0.485784421705	2	dsf	10	32	2
PTB	0.0210444671871	1.76907195703	12.6872443553	32.0682295192	5.00952468073	5.12484133587	5.13422476886	5.08833228503	5.08346070362	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0210444671871	2	ddsf	21	512	2
repeat2	0.0522045121722	2.4936986499	4.84918883488	10.4007047095	0.52713373731	0.482244073912	0.495981378967	0.50644776177	0.512233600897	0.1	50	128	1	0.001	REAL	0.0	32	30	0.0522045121722	4	dsf	1	512	2
rrxor	0.698625400584	-0.0791678271399	0.0107148551164	2.82117321568	0.901799547757	0.954057725574	0.954251893986	0.940200641698	0.930530280081	0.1	50	32	1	0.0001	REAL	0.2	16	30	0.698625400584	0	ddsf	10	64	1
rip	0.508148924915	0.628325049713	0.693364698473	4.56985457303	0.431725139972	0.427660996917	0.453348435658	0.457132887702	0.454696175387	0.0	100	32	1	0.001	REAL	0.0	32	30	0.508148924915	2	ddsf	10	64	2
PTB	0.0261847963139	2.17116371615	20.5087293078	30.2102636483	4.60333869949	4.78923208907	4.79110323786	4.72556007855	4.7101768844	0.2	100	256	1	0.0001	REAL	0.1	32	30	0.0261847963139	0	dsf	125	512	2
rip	0.460183380397	0.314300456657	0.407472508512	3.24112126407	0.45246615409	0.509931106842	0.528683379544	0.522308529134	0.51230412501	0.2	100	32	1	0.0005	REAL	0.2	64	30	0.460183380397	1	dsf	10	128	2
rrxor	0.464514705884	1.0462174226	1.51323729489	11.0294504874	0.767539977572	0.800222856319	0.796804307141	0.795676444343	0.791552917671	0.0	50	32	1	0.004	REAL	0.0	64	30	0.464514705884	2	ddsf	20	32	2
PTB	0.0393411002378	1.87231880552	16.567554259	16.3661410251	4.62423313517	4.81118339573	4.81221525917	4.74860466279	4.73283041589	0.0	200	256	1	0.001	REAL	0.0	64	30	0.0393411002378	4	ddsf	113	512	2
rip	0.690130212233	0.00342771723609	0.00782721414304	2.80641540402	0.476084872357	0.609957102296	0.609669193423	0.595274570113	0.575230280891	0.0	100	32	1	0.001	REAL	0.2	64	30	0.690130212233	1	ddsf	10	32	2
rrxor	0.16528614644	1.13718275025	2.1442617346	17.270293211	0.764652499451	0.782660816776	0.784358493634	0.784145746136	0.781580042968	0.0	50	32	1	0.001	REAL	0.0	64	30	0.16528614644	2	ddsf	10	128	2
English	0.0423617345437	0.884216487984	4.87468307622	12.0411133578	1.8486905506	1.92540745574	1.90262322695	1.88768514133	1.87746263067	0.0	50	128	1	0.001	REAL	0.2	32	30	0.0423617345437	6	dsf	17	512	2
English	0.252044827328	0.564842929872	1.60838292185	8.32884147888	1.8629761033	2.12056882018	2.02606722416	1.97671969665	1.94596486757	0.2	100	64	1	0.002	REAL	0.0	64	30	0.252044827328	2	ddsf	30	512	2
even	0.503674197792	0.588075198151	0.661636936947	6.17632995554	0.465443212554	0.476844469004	0.47464257894	0.472744798899	0.471317740734	0.0	50	32	1	0.001	REAL	0.0	32	30	0.503674197792	1	ddsf	10	128	2
English	0.308305661307	0.297927370091	0.941428208033	6.46386055454	1.88402200742	2.31506023213	2.14274622974	2.06056400609	2.01166275381	0.0	50	128	1	0.0005	REAL	0.0	16	30	0.308305661307	4	dsf	16	512	2
rrxor	0.79958304341	-0.0954109408413	0.016172694335	5.42501224364	0.849475776514	0.94653189833	0.947104957489	0.933753704074	0.923674422486	0.0	100	32	1	0.002	REAL	0.0	16	30	0.79958304341	1	dsf	10	128	2
rrxor	0.168613803268	-0.173634888728	0.0747161469096	4.56838650383	0.873418158187	0.943330099984	0.941808015658	0.929615156546	0.920333865997	0.0	50	32	1	0.001	REAL	0.1	32	30	0.168613803268	2	dsf	10	64	2
rrxor	0.530323010103	-0.391797516907	0.0093814151808	3.70807181517	0.895949453348	0.948016691856	0.952625413602	0.941382427482	0.932412724415	0.0	100	32	1	0.0001	REAL	0.2	32	30	0.530323010103	1	dsf	20	128	2
even	0.70004813953	0.5671846489	0.611006118271	6.16533459078	0.465948538147	0.480154647029	0.478524642306	0.476026460932	0.474005971397	0.0	50	32	1	0.001	REAL	0.0	32	30	0.70004813953	1	ddsf	10	128	2
rrxor	0.793801978292	6.7118992733e-05	0.00435758745682	7.57682782901	0.947075098801	0.947053896512	0.947073213856	0.947079703126	0.947077209657	0.2	50	32	1	0.0001	REAL	0.0	32	30	0.793801978292	2	dsf	10	32	2
rip	0.20230749882	0.769978015453	1.18075726768	5.84496858879	0.42226308671	0.429255867812	0.43557696094	0.433699506277	0.432570063156	0.0	50	32	1	0.001	REAL	0.0	16	30	0.20230749882	2	dsf	10	32	2
rrxor	0.655581957601	0.00161654266834	0.0889141614489	5.42274110646	0.845130547301	0.936966755579	0.935524346744	0.923417675434	0.913741277875	0.1	100	32	1	0.0001	REAL	0.0	16	30	0.655581957601	0	dsf	10	64	1
English	0.0673061811355	0.693479933755	3.24495557733	10.3072098652	1.90534035854	1.99951899813	1.96962737769	1.95070630963	1.93862582773	0.2	300	64	1	0.002	REAL_REAL	0.0	16	30	0.0673061811355	1	ddsf	18	512	2
rrxor	0.437508703281	0.438274099178	0.758048491506	7.86797479867	0.80956670268	0.881003963457	0.878011840005	0.871506353088	0.863556377011	0.0	50	32	1	0.001	REAL	0.0	64	30	0.437508703281	2	dsf	10	32	2
rrxor	0.182719619369	0.868100542297	1.75359303658	10.2927391802	0.783745552341	0.810147930256	0.808814158879	0.807750189154	0.805239356999	0.0	50	32	1	0.001	REAL	0.0	16	30	0.182719619369	1	ddsf	10	64	2
rip	0.661111445684	-0.00346544372197	0.0169469028444	2.78366732546	0.474595658315	0.610077171733	0.611942608063	0.59391596172	0.57406944877	0.0	100	32	1	0.001	REAL	0.2	32	30	0.661111445684	0	ddsf	10	32	2
rrxor	0.116724708968	1.17116757564	2.48743016445	17.3238837953	0.765908295573	0.78700563383	0.784491847186	0.783608606744	0.781637728576	0.0	50	32	1	0.0001	REAL	0.0	64	30	0.116724708968	1	ddsf	10	32	2
rrxor	0.585335605077	0.000477518279802	0.00585166106068	0	0.945771962409	0.945841276527	0.945834300072	0.945814719515	0.945802167044	0.2	50	32	1	0.001	REAL	0.2	64	30	0.585335605077	1	ddsf	10	128	2
even	0.452669075298	0.37487194327	0.420289386288	4.29681470189	0.479921492177	0.525665937316	0.523896341134	0.514472711388	0.509443455075	0.0	100	32	1	0.002	REAL	0.1	32	30	0.452669075298	2	dsf	10	512	2
rip	0.392011779879	0.649803456774	0.729564829039	4.55899915442	0.429336506396	0.420768573423	0.447150516989	0.451714249626	0.449553339688	0.2	50	32	1	0.001	REAL	0.0	16	30	0.392011779879	2	ddsf	10	512	2
English	0.232778279125	0.355567904383	1.39495991643	6.46053098147	1.87600228517	2.27080146123	2.11431297102	2.03832855466	1.99315078886	0.0	300	512	1	0.001	REAL	0.1	64	30	0.232778279125	1	dsf	6	512	2
even	0.664406282804	0.555955206961	0.566454624092	5.70671519102	0.467310248334	0.48529538677	0.481833015194	0.479256407302	0.477092333193	0.0	100	32	1	0.0001	REAL	0.0	64	30	0.664406282804	1	ddsf	10	128	2
rrxor	0.590081950638	-0.34187461677	0.0113996286786	4.56613737987	0.869914827509	0.946589352021	0.946651702033	0.933557966266	0.924302971138	0.0	100	32	1	0.0005	REAL	0.1	32	30	0.590081950638	1	ddsf	10	32	2
repeat2	0.00252317137649	6.70430823538	73.0740702753	10.4523351072	0.249868458119	0.00110737383366	0.0192330998976	0.0450538352267	0.0793582682295	0.0	50	64	1	0.001	REAL	0.2	64	30	0.00252317137649	1	ddsf	50	64	2
English	0.0401036879083	0.900448160569	4.75246403742	12.0442051969	1.84842342562	1.92289711501	1.90068496164	1.88611482441	1.87642774027	0.0	200	64	1	0.001	REAL	0.1	16	30	0.0401036879083	2	dsf	22	512	2
rrxor	0.576198613243	0.485152239868	0.669601453044	7.86829925112	0.805275219421	0.875300693475	0.870040483792	0.862878240337	0.855373401042	0.1	50	32	1	0.0001	REAL	0.0	16	30	0.576198613243	2	dsf	20	128	2
PTB	0.0236109713467	2.38314834555	22.8127621337	30.2499590209	4.58151455565	4.70780682392	4.74321077068	4.68737283757	4.67577175233	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0236109713467	2	ddsf	119	512	2
forget2_0_5b	0.264424693562	0.000991283694137	0.0151962440618	0.693162419257	0.569102902975	0.692325779692	0.626368626689	0.60434685515	0.593337027714	0.0	50	32	1	0.001	REAL	0.0	16	30	0.264424693562	2	dsf	10	64	2
rrxor	0.446224183989	0.958219886768	1.47725646441	11.0398869247	0.774648888415	0.813965132799	0.809910127252	0.806742618459	0.802457445737	0.1	100	32	1	0.0005	REAL	0.0	64	30	0.446224183989	2	dsf	20	32	2
rip	0.442129292106	0.650380080059	0.741347419964	4.56191623806	0.429532597177	0.425513224056	0.448278345233	0.452155188065	0.449961324901	0.2	100	32	1	0.002	REAL	0.0	16	30	0.442129292106	1	dsf	10	32	2
PTB	0.00480564484974	2.57708882598	48.5551336062	34.6788979017	4.55618611048	4.58906022428	4.64966298575	4.62198434916	4.62075611444	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.00480564484974	2	dsf	125	512	2
repeat	0.000296691650624	1.96602957024	21.4521720637	16.4807660073	0.967649095805	0.621005766653	0.7102647632	0.770542053338	0.815370957142	0.0	50	32	1	0.001	REAL	0.2	64	30	0.000296691650624	1	ddsf	36	512	2
PTB	0.00676210172287	1.62747414681	8.79015837183	51.293989513	5.53461142833	5.63265520188	5.63949537168	5.59625043333	5.59469394232	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.00676210172287	2	ddsf	3	512	2
even	0.876803428279	-0.000980962768421	0.0114986643901	2.82663650791	0.504274956706	0.635396597218	0.620106876282	0.596462998381	0.580549859882	0.0	100	32	1	0.0001	REAL	0.1	32	30	0.876803428279	2	ddsf	10	512	2
rip	0.626600286842	0.600373799543	0.662386611238	4.56398853538	0.432970068102	0.434968947411	0.459066473831	0.462236079767	0.459217883051	0.2	50	32	1	0.0001	REAL	0.0	32	30	0.626600286842	2	ddsf	10	128	2
rip	0.657869337857	0.0858022416948	0.105793247875	2.78766012493	0.468764300152	0.586372117696	0.589678528322	0.575133886238	0.557701353959	0.0	100	32	1	0.004	REAL	0.1	16	30	0.657869337857	2	ddsf	10	32	2
rip	0.546164217809	0.411644728513	0.492101961267	3.6921370792	0.44608850261	0.491006403985	0.506424591246	0.502251777949	0.493909922514	0.0	100	32	1	0.002	REAL	0.1	16	30	0.546164217809	1	dsf	10	128	2
PTB	0.0418083211988	1.94501331198	16.4299006162	16.3446528673	4.61520643378	4.81641246639	4.81658868932	4.7486179599	4.72941724625	0.0	200	256	1	0.004	REAL	0.0	32	30	0.0418083211988	3	ddsf	84	512	2
forget2_0_5	0.0106797270067	0.260104212538	2.22113483194	1.3865872048	0.560992314553	0.563060916752	0.563266898679	0.562402809951	0.5619591293	0.0	100	32	1	0.001	REAL	0.1	32	30	0.0106797270067	0	ddsf	25	512	2
rip	0.446928189331	0.671132181871	0.760283114777	4.56679041677	0.428504421154	0.422805719233	0.445233582673	0.448654577648	0.447030168944	0.1	100	32	1	0.0005	REAL	0.0	64	30	0.446928189331	2	dsf	10	64	2
English	0.137848158815	0.640627014856	2.29177992916	8.34001862126	1.86882443606	2.06898058064	1.99414493349	1.95509480484	1.93134592465	0.0	300	64	1	0.001	REAL	0.2	16	30	0.137848158815	10	ddsf	20	512	2
rrxor	0.406316399134	-0.185833420522	0.0142739668489	3.68750907921	0.891846882434	0.944276532964	0.944990471836	0.931886097268	0.922806108322	0.0	100	32	1	0.0005	REAL	0.2	32	30	0.406316399134	1	ddsf	10	64	2
PTB	0.0394937653656	1.74651971953	15.6518865773	16.3479744283	4.63050898793	4.82597452418	4.81974927084	4.75747442473	4.73451468965	0.0	300	256	1	0.001	REAL	0.0	64	30	0.0394937653656	4	ddsf	95	512	2
rip	0.387026218542	0.656504834863	0.766738679818	4.56267814512	0.429303224292	0.422552997077	0.446285484843	0.450576994461	0.44900314682	0.0	50	32	1	0.0005	REAL	0.0	16	30	0.387026218542	1	ddsf	10	512	2
English	0.00837986410064	0.970600187843	16.6445837336	26.1952075766	1.94015331607	1.9641527782	1.95651959644	1.951716114	1.94884329434	0.1	200	512	1	0.001	RANDOM_BY_TYPE	0.0	64	30	0.00837986410064	5	dsf	5	512	2
PTB	0.0493462120844	1.91379350655	12.7967200884	16.3962279073	4.67514551586	4.8661837156	4.86079279525	4.7944944619	4.77845207099	0.1	50	256	1	0.001	REAL	0.1	64	30	0.0493462120844	4	dsf	178	512	2
PTB	0.0479641604878	2.44908352973	10.8274079503	45.8300596633	4.83066539989	5.09003112111	5.04233491132	4.97098193519	4.94741963714	0.2	100	256	1	0.0002	REAL	0.2	32	30	0.0479641604878	3	ddsf	24	512	2
English	0.256471615839	0.371787669532	1.51168030421	6.46248822997	1.87737293182	2.24986082095	2.10218244419	2.03129964761	1.98852882422	0.0	100	512	1	0.002	REAL	0.0	64	30	0.256471615839	10	dsf	5	512	2
repeat	0.00268427	15.7634821391	47.5428013217	16.4844427771	0.0480640425349	0.0183451892548	0.0233098503082	0.0250381542149	0.0281184317564	0.2	50	256	1	0.001	REAL	0.0	32	30	0.00268427	1	ddsf	6	512	2
PTB	0.027644677463	2.80553249364	14.6757480863	46.8469228903	4.92043204262	5.09946726514	5.09688359478	5.0366320666	5.02191250401	0.0	50	512	1	0.0005	REAL	0.1	64	30	0.027644677463	6	dsf	35	512	2
PTB	0.0540598918956	2.39953696161	15.562617584	29.8752967372	4.51323868955	4.85535697272	4.79809875991	4.70411127141	4.67147193065	0.1	300	512	1	0.001	REAL	0.2	64	30	0.0540598918956	4	dsf	107	512	2
even	0.360169371708	0.0334913026203	0.0500037428206	2.83128747508	0.503826548305	0.630739141145	0.615919359795	0.59308192969	0.578089940362	0.2	100	32	1	0.001	REAL	0.2	16	30	0.360169371708	2	ddsf	10	64	2
even	0.890414454954	0.0205354548009	0.0165492296982	2.84848450896	0.506284519041	0.635553414171	0.621805898661	0.5977356719	0.582437816622	0.0	50	32	1	0.001	REAL	0.2	16	30	0.890414454954	2	dsf	10	512	2
rrxor	0.142076648043	-0.446393385612	0.0102778848885	2.82477884164	0.911572769924	0.947679965992	0.948633538573	0.93628901268	0.928737513627	0.1	100	32	1	0.001	REAL	0.0	64	30	0.142076648043	0	ddsf	10	64	2
PTB	0.0343502393257	2.15512427933	17.3655611718	16.2910942223	4.60385026862	4.78893894952	4.7922566767	4.73104213279	4.71496437632	0.1	100	256	1	0.002	REAL	0.2	32	30	0.0343502393257	3	ddsf	116	512	2
even	0.0505775789755	0.629944252175	0.714658309723	9.85848075114	0.461291649697	0.462746564692	0.462362877156	0.462170670115	0.461966125951	0.0	100	32	1	0.001	REAL	0.0	64	30	0.0505775789755	5	dsf	10	64	2
even	0.105083662841	0.629165835651	0.696903789013	9.40777414396	0.461875416449	0.462934435044	0.462910152397	0.462698087173	0.462619265395	0.0	100	32	1	0.001	REAL	0.0	64	30	0.105083662841	2	ddsf	10	128	2
English	0.0397055535619	0.922336296648	6.48570627594	12.0230929279	1.83941839303	1.92095313176	1.89683472368	1.8806733811	1.86963919649	0.0	100	512	1	0.004	REAL	0.1	64	30	0.0397055535619	1	ddsf	6	512	2
forget2_0_5b	0.0195329041298	0.134008269813	0.72513121729	1.25235211683	0.559110421433	0.559139325064	0.559121047859	0.55911504231	0.559113992632	0.0	50	32	1	0.001	REAL	0.0	64	30	0.0195329041298	1	dsf	10	512	2
rip	0.409040573663	0.800684731502	0.998571229195	6.25349805326	0.419293824223	0.421845218489	0.426697191523	0.42667457705	0.425591123029	0.0	100	32	1	0.002	REAL	0.0	64	30	0.409040573663	2	ddsf	12	64	2
English	0.0254748255753	0.96139228183	6.34549370607	13.8646400945	1.83792140657	1.88797062593	1.87492796727	1.86510029018	1.85826504175	0.0	300	64	1	0.001	REAL	0.0	32	30	0.0254748255753	7	dsf	19	512	2
rip	0.579181479146	0.512778881156	0.56989413351	4.13329294597	0.439292491804	0.455342543053	0.481711629348	0.48125072505	0.476183560004	0.1	100	32	1	0.002	REAL	0.1	32	30	0.579181479146	1	dsf	10	512	2
repeat2	0.000488459724424	3.89774111854	72.5349272123	10.4064685837	0.433915164345	0.382456569886	0.394354972131	0.401733022383	0.405518805596	0.2	50	128	1	0.001	REAL	0.0	32	30	0.000488459724424	3	ddsf	1	128	2
PTB	0.272789842739	1.0178184292	3.3127695097	16.4720745699	4.82640644769	5.69260539641	5.39090292505	5.19966961945	5.11147065164	0.2	100	256	1	0.0002	REAL	0.2	32	30	0.272789842739	3	ddsf	31	512	2
repeat2	0.0173643169973	7.77250304178	14.3443974122	10.4218327269	0.176621979005	0.13370548281	0.13345425663	0.137021966694	0.139318407825	0.0	50	32	1	0.0005	REAL	0.0	128	30	0.0173643169973	4	dsf	13	32	2
English	0.26416594882	0.522101273184	1.76752318192	8.32071345658	1.85856540337	2.16314253028	2.0495304146	1.99217723799	1.95635765049	0.2	100	256	1	0.002	REAL	0.0	32	30	0.26416594882	8	dsf	16	512	2
rrxor	0.0405536510101	0.057136648815	0.79988830696	4.57270448016	0.877090492816	0.917445944301	0.908876365178	0.903344027657	0.898870970009	0.0	50	32	1	0.001	REAL	0.2	32	30	0.0405536510101	1	ddsf	10	512	2
English	0.0247587881162	0.803590841978	5.65831523193	15.9960953489	1.89606151823	1.94047645531	1.92743635775	1.91845952184	1.91256156491	0.1	50	64	1	0.001	REAL_REAL	0.1	64	30	0.0247587881162	2	dsf	21	512	2
